Name,Description,Runs,Balls,4s,6s,SR,Team,Match_id,Season,Fantasy_Points
Travis Head,run out (Iyer/Khan),2,2,0,0,100,1,1082646,10,2
Kedar Jadhav,run out (Cummins),12,9,0,1,133.33,1,1082646,10,14
Sachin Baby,c Anderson b Cummins,12,8,2,0,150,1,1082646,10,14
Shane Watson,not out,4,4,0,0,100,1,1082646,10,4
Pawan Negi,not out,13,5,3,0,260,1,1082646,10,22
Sanju Samson,c Kohli b Avesh Khan,0,2,0,0,0,2,1082646,10,-2
Karun Nair,c Jadhav b Watson,26,22,5,0,118.18,2,1082646,10,31
Shreyas Iyer,c Watson b Patel,32,30,2,1,106.67,2,1082646,10,36
Rishabh Pant,b Patel,45,34,3,2,132.35,2,1082646,10,52
Marlon Samuels,b Patel,0,1,0,0,0,2,1082646,10,-2
Corey Anderson,st †Vishnu Vinod b Head,3,9,0,0,33.33,2,1082646,10,-3
Pat Cummins,c Kohli b Head,7,3,0,1,233.33,2,1082646,10,15
Amit Mishra,b Negi,7,4,0,1,175,2,1082646,10,15
Mohammed Shami,st †Vishnu Vinod b Negi,21,9,3,1,233.33,2,1082646,10,32
Shahbaz Nadeem,c Jadhav b Negi,2,6,0,0,33.33,2,1082646,10,-4
Zaheer Khan,not out,1,1,0,0,100,2,1082646,10,1
Ajinkya Rahane,lbw b KV Sharma,56,43,5,1,130.23,1,1082647,10,63
Rahul Tripathi,b McClenaghan,0,2,0,0,0,1,1082647,10,-2
Steven Smith,c HH Pandya b Malinga,1,2,0,0,50,1,1082647,10,1
Manoj Tiwary,run out (Bumrah),58,48,4,2,120.83,1,1082647,10,66
MS Dhoni,not out,40,26,0,5,153.85,1,1082647,10,50
Lendl Simmons,run out (Thakur),5,13,0,0,38.46,2,1082647,10,-1
Parthiv Patel,c Christian b Thakur,52,40,3,3,130,2,1082647,10,61
Rohit Sharma,lbw b Washington Sundar,1,2,0,0,50,2,1082647,10,1
Ambati Rayudu,c Smith b Washington Sundar,0,3,0,0,0,2,1082647,10,-2
Kieron Pollard,c Smith b Washington Sundar,7,10,1,0,70,2,1082647,10,8
Hardik Pandya,c Christian b Ferguson,14,10,1,1,140,2,1082647,10,17
Krunal Pandya,c Christian b Thakur,15,11,2,0,136.36,2,1082647,10,17
Mitchell McClenaghan,c Unadkat b Thakur,12,11,0,1,109.09,2,1082647,10,14
Karn Sharma,c †Dhoni b Unadkat,4,7,0,0,57.14,2,1082647,10,4
Jasprit Bumrah,not out,16,11,0,1,145.45,2,1082647,10,18
Lasith Malinga,not out,7,2,0,1,350,2,1082647,10,15
David Warner,b Chawla,37,35,2,2,105.71,1,1082648,10,43
Shikhar Dhawan,c †Uthappa b UT Yadav,11,13,1,0,84.62,1,1082648,10,12
Kane Williamson,c SA Yadav b Coulter-Nile,24,26,2,1,92.31,1,1082648,10,28
Yuvraj Singh,c Chawla b UT Yadav,9,9,2,0,100,1,1082648,10,11
Vijay Shankar,c SA Yadav b Coulter-Nile,22,17,2,1,129.41,1,1082648,10,26
Naman Ojha,c Lynn b Boult,16,16,0,1,100,1,1082648,10,18
Chris Jordan,c & b Coulter-Nile,0,1,0,0,0,1,1082648,10,-2
Bipul Sharma,not out,2,3,0,0,66.67,1,1082648,10,2
Robin Uthappa,c Dhawan b Jordan,1,2,0,0,50,2,1082648,10,1
Chris Lynn,c †Ojha b Kumar,6,2,0,1,300,2,1082648,10,14
Yusuf Pathan,run out (Kumar),0,1,0,0,0,2,1082648,10,-2
Gautam Gambhir,not out,32,19,2,2,168.42,2,1082648,10,38
Ishank Jaggi,not out,5,8,0,0,62.5,2,1082648,10,5
Chris Lynn,c Pollard b Bumrah,4,8,0,0,50,1,1082649,10,4
Sunil Narine,st †Patel b KV Sharma,10,10,0,1,100,1,1082649,10,12
Gautam Gambhir,c HH Pandya b KV Sharma,12,15,2,0,80,1,1082649,10,14
Robin Uthappa,lbw b Bumrah,1,3,0,0,33.33,1,1082649,10,-5
Ishank Jaggi,c Johnson b KV Sharma,28,31,3,0,90.32,1,1082649,10,31
Colin de Grandhomme,lbw b KV Sharma,0,1,0,0,0,1,1082649,10,-2
Suryakumar Yadav,c Malinga b Bumrah,31,25,2,1,124,1,1082649,10,35
Piyush Chawla,c Rayudu b Johnson,2,6,0,0,33.33,1,1082649,10,-4
Nathan Coulter Nile,c HH Pandya b Johnson,6,4,0,1,150,1,1082649,10,8
Umesh Yadav,not out,2,3,0,0,66.67,1,1082649,10,2
Ankit Rajpoot,b Malinga,4,7,1,0,57.14,1,1082649,10,5
Lendl Simmons,lbw b Chawla,3,6,0,0,50,2,1082649,10,3
Parthiv Patel,c †Uthappa b UT Yadav,14,9,3,0,155.56,2,1082649,10,17
Ambati Rayudu,b Chawla,6,11,0,0,54.55,2,1082649,10,6
Rohit Sharma,c Rajpoot b Coulter-Nile,26,24,1,1,108.33,2,1082649,10,29
Krunal Pandya,not out,45,30,8,0,150,2,1082649,10,53
Kieron Pollard,not out,9,7,1,0,128.57,2,1082649,10,10
Lendl Simmons,c & b Unadkat,3,8,0,0,37.5,1,1082650,10,-3
Parthiv Patel,c Thakur b Unadkat,4,6,0,0,66.67,1,1082650,10,4
Ambati Rayudu,run out (Smith),12,15,1,0,80,1,1082650,10,13
Rohit Sharma,c Thakur b Zampa,24,22,4,0,109.09,1,1082650,10,28
Krunal Pandya,c Rahane b Christian,47,38,3,2,123.68,1,1082650,10,54
Kieron Pollard,c Tiwary b Zampa,7,3,0,1,233.33,1,1082650,10,15
Hardik Pandya,lbw b Christian,10,9,0,1,111.11,1,1082650,10,12
Karn Sharma,run out (Christian/Thakur),1,5,0,0,20,1,1082650,10,-5
Mitchell Johnson,not out,13,14,0,1,92.86,1,1082650,10,15
Ajinkya Rahane,c Pollard b Johnson,44,38,5,0,115.79,2,1082650,10,49
Rahul Tripathi,lbw b Bumrah,3,8,0,0,37.5,2,1082650,10,-3
Steven Smith,c Rayudu b Johnson,51,50,2,2,102,2,1082650,10,57
MS Dhoni,c †Patel b Bumrah,10,13,1,0,76.92,2,1082650,10,11
Manoj Tiwary,c Pollard b Johnson,7,8,1,0,87.5,2,1082650,10,8
Daniel Christian,not out,4,2,0,0,200,2,1082650,10,10
Washington Sundar,run out (sub [J Suchith]/†Patel),0,1,0,0,0,2,1082650,10,-2
Rohit Sharma,c Rayudu b Watson,15,18,1,1,83.33,1,1136561,11,18
Evin Lewis,lbw b Chahar,0,2,0,0,0,1,1136561,11,-2
Ishan Kishan,c Wood b Imran Tahir,40,29,4,1,137.93,1,1136561,11,46
Suryakumar Yadav,c Harbhajan Singh b Watson,43,29,6,1,148.28,1,1136561,11,51
Hardik Pandya,not out,22,20,2,0,110,1,1136561,11,24
Krunal Pandya,not out,41,22,5,2,186.36,1,1136561,11,56
Shane Watson,c Lewis b HH Pandya,16,14,1,1,114.29,2,1136561,11,19
Ambati Rayudu,lbw b Markande,22,19,4,0,115.79,2,1136561,11,26
Suresh Raina,c KH Pandya b HH Pandya,4,6,0,0,66.67,2,1136561,11,4
Kedar Jadhav,not out,24,22,1,2,109.09,2,1136561,11,29
MS Dhoni,lbw b Markande,5,5,0,0,100,2,1136561,11,5
Ravindra Jadeja,c Yadav b Mustafizur Rahman,12,13,1,0,92.31,2,1136561,11,13
Dwayne Bravo,c Sharma b Bumrah,68,30,3,7,226.67,2,1136561,11,91
Deepak Chahar,st †Ishan Kishan b Markande,0,1,0,0,0,2,1136561,11,-2
Harbhajan Singh,c Bumrah b McClenaghan,8,5,1,0,160,2,1136561,11,9
Mark Wood,c Mustafizur Rahman b HH Pandya,1,3,0,0,33.33,2,1136561,11,-5
Imran Tahir,not out,2,2,0,0,100,2,1136561,11,2
Colin Munro,lbw b Mujeeb Ur Rahman,4,6,0,0,66.67,1,1136562,11,4
Gautam Gambhir,run out (Mujeeb Ur Rahman),55,42,5,1,130.95,1,1136562,11,62
Shreyas Iyer,c †Rahul b Patel,11,11,0,1,100,1,1136562,11,13
Vijay Shankar,c Patel b Sharma,13,13,0,0,100,1,1136562,11,13
Rishabh Pant,c Tye b Mujeeb Ur Rahman,28,13,4,1,215.38,1,1136562,11,40
Rahul Tewatia,lbw b Ashwin,9,7,1,0,128.57,1,1136562,11,10
Chris Morris,not out,27,16,1,1,168.75,1,1136562,11,30
Daniel Christian,b Sharma,13,13,0,1,100,1,1136562,11,15
KL Rahul,c Mohammed Shami b Boult,51,16,6,4,318.75,2,1136562,11,71
Mayank Agarwal,c Mohammed Shami b Morris,7,5,0,1,140,2,1136562,11,9
Yuvraj Singh,c Shankar b Tewatia,12,22,2,0,54.55,2,1136562,11,14
Karun Nair,c Boult b Christian,50,33,5,2,151.52,2,1136562,11,59
David Miller,not out,24,23,1,0,104.35,2,1136562,11,25
Marcus Stoinis,not out,22,15,2,0,146.67,2,1136562,11,24
Brendon McCullum,b Narine,43,27,6,2,159.26,1,1136563,11,53
Quinton de Kock,c Vinay Kumar b Chawla,4,4,1,0,100,1,1136563,11,5
Virat Kohli,b Rana,31,33,1,1,93.94,1,1136563,11,34
AB de Villiers,c Johnson b Rana,44,23,1,5,191.3,1,1136563,11,61
Sarfaraz Khan,c Singh b Johnson,6,10,0,0,60,1,1136563,11,6
Mandeep Singh,c Kuldeep Yadav b Vinay Kumar,37,18,4,2,205.56,1,1136563,11,51
Chris Woakes,c Russell b Vinay Kumar,5,5,1,0,100,1,1136563,11,6
Washington Sundar,not out,0,0,0,0,0,1,1136563,11,-2
Sunil Narine,b Yadav,50,19,4,5,263.16,2,1136563,11,70
Chris Lynn,c de Villiers b Woakes,5,8,1,0,62.5,2,1136563,11,6
Robin Uthappa,c McCullum b Yadav,13,12,0,1,108.33,2,1136563,11,15
Nitish Rana,lbw b Washington Sundar,34,25,2,2,136,2,1136563,11,40
Dinesh Karthik,not out,35,29,4,0,120.69,2,1136563,11,39
Rinku Singh,c †de Kock b Woakes,6,6,1,0,100,2,1136563,11,7
Andre Russell,c de Villiers b Woakes,15,11,2,1,136.36,2,1136563,11,19
Vinay Kumar,not out,6,3,1,0,200,2,1136563,11,13
Ajinkya Rahane,c Rashid Khan b Kaul,13,13,2,0,100,1,1136564,11,15
D Arcy Short,run out (Williamson),4,4,1,0,100,1,1136564,11,5
Sanju Samson,c Rashid Khan b Shakib Al Hasan,49,42,5,0,116.67,1,1136564,11,54
Ben Stokes,c Williamson b Stanlake,5,8,0,0,62.5,1,1136564,11,5
Rahul Tripathi,c Pandey b Shakib Al Hasan,17,15,2,0,113.33,1,1136564,11,19
Jos Buttler,b Rashid Khan,6,9,0,0,66.67,1,1136564,11,6
Krishnappa Gowtham,c †Saha b Kaul,0,2,0,0,0,1,1136564,11,-2
Shreyas Gopal,c Pathan b Kumar,18,18,2,0,100,1,1136564,11,20
Dhawal Kulkarni,not out,3,4,0,0,75,1,1136564,11,3
Jaydev Unadkat,run out (Pathan/†Saha),1,2,0,0,50,1,1136564,11,1
Ben Laughlin,not out,1,3,0,0,33.33,1,1136564,11,-5
Wriddhiman Saha,c Laughlin b Unadkat,5,5,1,0,100,2,1136564,11,6
Shikhar Dhawan,not out,78,57,13,1,136.84,2,1136564,11,93
Kane Williamson,not out,36,35,3,1,102.86,2,1136564,11,41
Chris Lynn,b Jadeja,22,16,4,0,137.5,1,1136565,11,26
Sunil Narine,c Raina b Harbhajan Singh,12,4,0,2,300,1,1136565,11,22
Robin Uthappa,run out (Raina),29,16,2,3,181.25,1,1136565,11,43
Nitish Rana,c †Dhoni b Watson,16,14,2,0,114.29,1,1136565,11,18
Dinesh Karthik,lbw b Watson,26,25,2,1,104,1,1136565,11,30
Rinku Singh,c Bravo b Thakur,2,4,0,0,50,1,1136565,11,2
Andre Russell,not out,88,36,1,11,244.44,1,1136565,11,117
Tom Curran,not out,2,5,0,0,40,1,1136565,11,-4
Shane Watson,c Singh b Curran,42,19,3,3,221.05,2,1136565,11,57
Ambati Rayudu,c sub (Shivam Mavi) b Kuldeep Yadav,39,26,3,2,150,2,1136565,11,46
Suresh Raina,c Vinay Kumar b Narine,14,12,0,1,116.67,2,1136565,11,16
MS Dhoni,c †Karthik b Chawla,25,28,1,1,89.29,2,1136565,11,28
Sam Billings,c Uthappa b Curran,56,23,2,5,243.48,2,1136565,11,74
Ravindra Jadeja,not out,11,7,0,1,157.14,2,1136565,11,13
Dwayne Bravo,not out,11,5,0,1,220,2,1136565,11,19
Ajinkya Rahane,c Morris b Nadeem,45,40,5,0,112.5,1,1136566,11,50
D Arcy Short,run out (Shankar),6,3,1,0,200,1,1136566,11,13
Ben Stokes,c †Pant b Boult,16,12,1,1,133.33,1,1136566,11,19
Sanju Samson,b Nadeem,37,22,2,2,168.18,1,1136566,11,43
Jos Buttler,b Mohammed Shami,29,18,2,2,161.11,1,1136566,11,35
Rahul Tripathi,not out,15,11,0,1,136.36,1,1136566,11,17
Krishnappa Gowtham,not out,2,1,0,0,200,1,1136566,11,8
Glenn Maxwell,c †Buttler b Laughlin,17,12,2,1,141.67,2,1136566,11,21
Colin Munro,run out (†Buttler/Gowtham),0,0,0,0,0,2,1136566,11,-2
Rishabh Pant,c Gowtham b Unadkat,20,14,3,0,142.86,2,1136566,11,23
Chris Morris,not out,17,7,2,1,242.86,2,1136566,11,27
Vijay Shankar,c Stokes b Laughlin,3,3,0,0,100,2,1136566,11,3
Shreyas Iyer,not out,0,0,0,0,0,2,1136566,11,-2
Rohit Sharma,c Shakib Al Hasan b Stanlake,11,10,1,1,110,1,1136567,11,14
Evin Lewis,b Kaul,29,17,3,2,170.59,1,1136567,11,42
Ishan Kishan,c Pathan b Kaul,9,9,2,0,100,1,1136567,11,11
Suryakumar Yadav,c Hooda b Sandeep Sharma,28,31,2,1,90.32,1,1136567,11,32
Krunal Pandya,c Williamson b Shakib Al Hasan,15,10,2,0,150,1,1136567,11,17
Kieron Pollard,c Dhawan b Stanlake,28,23,3,2,121.74,1,1136567,11,35
Ben Cutting,b Rashid Khan,9,9,1,0,100,1,1136567,11,10
Pradeep Sangwan,lbw b Sandeep Sharma,0,4,0,0,0,1,1136567,11,-2
Mayank Markande,not out,6,3,1,0,200,1,1136567,11,13
Jasprit Bumrah,not out,4,5,0,0,80,1,1136567,11,4
Wriddhiman Saha,lbw b Markande,22,20,3,0,110,2,1136567,11,25
Shikhar Dhawan,c Bumrah b Markande,45,28,8,0,160.71,2,1136567,11,53
Kane Williamson,c †Ishan Kishan b Mustafizur Rahman,6,4,1,0,150,2,1136567,11,7
Manish Pandey,c Sharma b Markande,11,8,1,0,137.5,2,1136567,11,12
Shakib Al Hasan,b Markande,12,12,1,0,100,2,1136567,11,13
Deepak Hooda,not out,32,25,1,1,128,2,1136567,11,35
Yusuf Pathan,c Pollard b Bumrah,14,14,2,0,100,2,1136567,11,16
Rashid Khan,c †Ishan Kishan b Bumrah,0,1,0,0,0,2,1136567,11,-2
Siddarth Kaul,c & b Mustafizur Rahman,0,4,0,0,0,2,1136567,11,-2
Sandeep Sharma,c Pandya b Mustafizur Rahman,0,2,0,0,0,2,1136567,11,-2
Billy Stanlake,not out,5,2,1,0,250,2,1136567,11,12
KL Rahul,c Khan b Washington Sundar,47,30,2,4,156.67,1,1136568,11,57
Mayank Agarwal,c †de Kock b Yadav,15,11,3,0,136.36,1,1136568,11,18
Aaron Finch,lbw b Yadav,0,1,0,0,0,1,1136568,11,-2
Yuvraj Singh,b Yadav,4,4,1,0,100,1,1136568,11,5
Karun Nair,b Khejroliya,29,26,3,0,111.54,1,1136568,11,32
Marcus Stoinis,st †de Kock b Washington Sundar,11,9,0,1,122.22,1,1136568,11,13
Axar Patel,lbw b Khejroliya,2,3,0,0,66.67,1,1136568,11,2
Ravichandran Ashwin,st †de Kock b Chahal,33,21,3,1,157.14,1,1136568,11,38
Andrew Tye,c Kohli b Woakes,7,7,0,0,100,1,1136568,11,7
Mohit Sharma,not out,1,2,0,0,50,1,1136568,11,1
Mujeeb Ur Rahman,c Khan b Woakes,0,2,0,0,0,1,1136568,11,-2
Quinton de Kock,b Ashwin,45,34,7,1,132.35,2,1136568,11,54
Brendon McCullum,c Mujeeb Ur Rahman b Patel,0,1,0,0,0,2,1136568,11,-2
Virat Kohli,b Mujeeb Ur Rahman,21,16,4,0,131.25,2,1136568,11,25
AB de Villiers,c Nair b Tye,57,40,2,4,142.5,2,1136568,11,67
Sarfaraz Khan,c Nair b Ashwin,0,1,0,0,0,2,1136568,11,-2
Mandeep Singh,run out (sub [MJ Dagar]/†Rahul),22,19,1,0,115.79,2,1136568,11,23
Chris Woakes,not out,1,2,0,0,50,2,1136568,11,1
Washington Sundar,not out,9,4,2,0,225,2,1136568,11,17
Suryakumar Yadav,lbw b Tewatia,53,32,7,1,165.63,1,1136569,11,62
Evin Lewis,c Roy b Tewatia,48,28,4,4,171.43,1,1136569,11,66
Ishan Kishan,b Christian,44,23,5,2,191.3,1,1136569,11,59
Rohit Sharma,c Roy b Boult,18,15,2,0,120,1,1136569,11,20
Kieron Pollard,b Christian,0,1,0,0,0,1,1136569,11,-2
Krunal Pandya,c Tewatia b Mohammed Shami,11,10,1,0,110,1,1136569,11,12
Hardik Pandya,c Iyer b Boult,2,3,0,0,66.67,1,1136569,11,2
Akila Dananjaya,not out,4,5,0,0,80,1,1136569,11,4
Mayank Markande,not out,4,3,0,0,133.33,1,1136569,11,4
Jason Roy,not out,91,53,6,6,171.7,2,1136569,11,115
Gautam Gambhir,c Sharma b Mustafizur Rahman,15,16,2,0,93.75,2,1136569,11,17
Rishabh Pant,c Pollard b KH Pandya,47,25,6,2,188,2,1136569,11,63
Glenn Maxwell,c HH Pandya b KH Pandya,13,6,1,1,216.67,2,1136569,11,22
Shreyas Iyer,not out,27,20,3,1,135,2,1136569,11,32
Robin Uthappa,c †Saha b Kumar,3,8,0,0,37.5,1,1136570,11,-3
Chris Lynn,c & b Shakib Al Hasan,49,34,7,1,144.12,1,1136570,11,58
Nitish Rana,c Pandey b Stanlake,18,16,2,1,112.5,1,1136570,11,22
Sunil Narine,c Williamson b Shakib Al Hasan,9,10,1,0,90,1,1136570,11,10
Dinesh Karthik,c †Saha b Kumar,29,27,2,1,107.41,1,1136570,11,33
Andre Russell,c Pandey b Stanlake,9,5,0,1,180,1,1136570,11,17
Shubman Gill,c Shakib Al Hasan b Kumar,3,9,0,0,33.33,1,1136570,11,-3
Shivam Mavi,c Kumar b Kaul,7,8,0,0,87.5,1,1136570,11,7
Mitchell Johnson,not out,4,5,0,0,80,1,1136570,11,4
Wriddhiman Saha,c †Karthik b Narine,24,15,5,0,160,2,1136570,11,29
Shikhar Dhawan,b Narine,7,7,1,0,100,2,1136570,11,8
Kane Williamson,c Russell b Johnson,50,44,4,1,113.64,2,1136570,11,56
Manish Pandey,lbw b Kuldeep Yadav,4,11,0,0,36.36,2,1136570,11,-2
Shakib Al Hasan,b Chawla,27,21,2,1,128.57,2,1136570,11,31
Deepak Hooda,not out,5,9,0,0,55.56,2,1136570,11,5
Yusuf Pathan,not out,17,7,2,1,242.86,2,1136570,11,27
Ajinkya Rahane,c Yadav b Woakes,36,20,6,1,180,1,1136571,11,50
D Arcy Short,c †de Kock b Chahal,11,17,1,0,64.71,1,1136571,11,12
Sanju Samson,not out,92,45,2,10,204.44,1,1136571,11,120
Ben Stokes,b Chahal,27,21,2,1,128.57,1,1136571,11,31
Jos Buttler,c Kohli b Woakes,23,14,2,1,164.29,1,1136571,11,27
Rahul Tripathi,not out,14,5,1,1,280,1,1136571,11,23
Brendon McCullum,c Stokes b Gowtham,4,4,1,0,100,2,1136571,11,5
Quinton de Kock,c Unadkat b Short,26,19,4,0,136.84,2,1136571,11,30
Virat Kohli,c Short b Gopal,57,30,7,2,190,2,1136571,11,74
AB de Villiers,c Unadkat b Gopal,20,18,1,1,111.11,2,1136571,11,23
Mandeep Singh,not out,47,25,6,1,188,2,1136571,11,61
Pawan Negi,c †Buttler b Laughlin,3,4,0,0,75,2,1136571,11,3
Washington Sundar,b Stokes,35,19,1,3,184.21,2,1136571,11,48
Chris Woakes,not out,0,1,0,0,0,2,1136571,11,-2
KL Rahul,c Bravo b Harbhajan Singh,37,22,7,0,168.18,1,1136572,11,44
Chris Gayle,c Imran Tahir b Watson,63,33,7,4,190.91,1,1136572,11,84
Mayank Agarwal,c Jadeja b Imran Tahir,30,19,1,2,157.89,1,1136572,11,35
Yuvraj Singh,c †Dhoni b Thakur,20,13,2,1,153.85,1,1136572,11,24
Aaron Finch,lbw b Imran Tahir,0,1,0,0,0,1,1136572,11,-2
Karun Nair,c Jadeja b Bravo,29,17,2,1,170.59,1,1136572,11,39
Ravichandran Ashwin,c †Dhoni b Thakur,14,11,0,1,127.27,1,1136572,11,16
Andrew Tye,not out,3,4,0,0,75,1,1136572,11,3
Barinder Sran,not out,0,0,0,0,0,1,1136572,11,-2
Shane Watson,c Sran b Sharma,11,9,2,0,122.22,2,1136572,11,13
Murali Vijay,c Sran b Tye,12,10,0,1,120,2,1136572,11,14
Ambati Rayudu,run out (Ashwin),49,35,5,1,140,2,1136572,11,56
Sam Billings,lbw b Ashwin,9,8,1,0,112.5,2,1136572,11,10
MS Dhoni,not out,79,44,6,5,179.55,2,1136572,11,101
Ravindra Jadeja,c Ashwin b Tye,19,13,1,1,146.15,2,1136572,11,22
Dwayne Bravo,not out,1,1,0,0,100,2,1136572,11,1
Chris Lynn,c Roy b Mohammed Shami,31,29,4,1,106.9,1,1136573,11,37
Sunil Narine,c Maxwell b Boult,1,4,0,0,25,1,1136573,11,-5
Robin Uthappa,c & b Nadeem,35,19,2,3,184.21,1,1136573,11,49
Nitish Rana,c Gambhir b Morris,59,35,5,4,168.57,1,1136573,11,72
Dinesh Karthik,c Boult b Morris,19,10,2,1,190,1,1136573,11,29
Andre Russell,b Boult,41,12,0,6,341.67,1,1136573,11,59
Shubman Gill,c Morris b Tewatia,6,5,1,0,120,1,1136573,11,7
Tom Curran,c Maxwell b Tewatia,2,3,0,0,66.67,1,1136573,11,2
Piyush Chawla,c †Pant b Tewatia,0,3,0,0,0,1,1136573,11,-2
Shivam Mavi,not out,0,0,0,0,0,1,1136573,11,-2
Gautam Gambhir,b Shivam Mavi,8,7,1,0,114.29,2,1136573,11,9
Jason Roy,st †Karthik b Chawla,1,3,0,0,33.33,2,1136573,11,-5
Shreyas Iyer,c Rana b Russell,4,3,1,0,133.33,2,1136573,11,5
Rishabh Pant,c Chawla b Kuldeep Yadav,43,26,7,1,165.38,2,1136573,11,52
Glenn Maxwell,c Uthappa b Kuldeep Yadav,47,22,3,4,213.64,2,1136573,11,64
Rahul Tewatia,c Russell b Curran,1,2,0,0,50,2,1136573,11,1
Vijay Shankar,lbw b Narine,2,4,0,0,50,2,1136573,11,2
Chris Morris,b Narine,2,3,0,0,66.67,2,1136573,11,2
Mohammed Shami,c Russell b Narine,7,6,1,0,116.67,2,1136573,11,8
Shahbaz Nadeem,not out,6,8,0,0,75,2,1136573,11,6
Trent Boult,c & b Kuldeep Yadav,0,2,0,0,0,2,1136573,11,-2
Suryakumar Yadav,b Yadav,0,1,0,0,0,1,1136574,11,-2
Evin Lewis,c †de Kock b Anderson,65,42,6,5,154.76,1,1136574,11,81
Ishan Kishan,b Yadav,0,1,0,0,0,1,1136574,11,-2
Rohit Sharma,c Woakes b Anderson,94,52,10,5,180.77,1,1136574,11,120
Krunal Pandya,run out (Woakes/Anderson),15,12,1,1,125,1,1136574,11,18
Kieron Pollard,c de Villiers b Woakes,5,7,0,0,71.43,1,1136574,11,5
Hardik Pandya,not out,17,5,1,2,340,1,1136574,11,28
Mitchell McClenaghan,not out,0,0,0,0,0,1,1136574,11,-2
Virat Kohli,not out,92,62,7,4,148.39,2,1136574,11,107
Quinton de Kock,b McClenaghan,19,12,2,1,158.33,2,1136574,11,23
AB de Villiers,c HH Pandya b McClenaghan,1,2,0,0,50,2,1136574,11,1
Mandeep Singh,st †Ishan Kishan b KH Pandya,16,14,1,0,114.29,2,1136574,11,17
Corey Anderson,c sub (JP Duminy) b KH Pandya,0,1,0,0,0,2,1136574,11,-2
Washington Sundar,c Yadav b KH Pandya,7,8,1,0,87.5,2,1136574,11,8
Sarfaraz Khan,st sub (†AP Tare) b Markande,5,6,1,0,83.33,2,1136574,11,6
Chris Woakes,c KH Pandya b Bumrah,11,11,0,1,100,2,1136574,11,13
Umesh Yadav,c Sharma b Bumrah,1,2,0,0,50,2,1136574,11,1
Mohammed Siraj,not out,8,3,0,1,266.67,2,1136574,11,16
Ajinkya Rahane,st †Karthik b Rana,36,19,5,1,189.47,1,1136575,11,49
D Arcy Short,b Rana,44,43,5,1,102.33,1,1136575,11,51
Sanju Samson,c Kuldeep Yadav b Shivam Mavi,7,8,1,0,87.5,1,1136575,11,8
Rahul Tripathi,c Russell b Kuldeep Yadav,15,11,2,0,136.36,1,1136575,11,17
Ben Stokes,c Rana b Chawla,14,11,0,1,127.27,1,1136575,11,16
Jos Buttler,not out,24,18,2,0,133.33,1,1136575,11,26
Krishnappa Gowtham,c Shivam Mavi b Curran,12,7,0,1,171.43,1,1136575,11,20
Shreyas Gopal,b Curran,0,1,0,0,0,1,1136575,11,-2
Dhawal Kulkarni,run out (Shubman Gill/Shivam Mavi),3,3,0,0,100,1,1136575,11,3
Jaydev Unadkat,not out,0,0,0,0,0,1,1136575,11,-2
Sunil Narine,run out (Unadkat/†Buttler),35,25,5,1,140,2,1136575,11,42
Chris Lynn,b Gowtham,0,2,0,0,0,2,1136575,11,-2
Robin Uthappa,c Stokes b Gowtham,48,36,6,2,133.33,2,1136575,11,58
Nitish Rana,not out,35,27,2,1,129.63,2,1136575,11,39
Dinesh Karthik,not out,42,23,2,2,182.61,2,1136575,11,54
KL Rahul,lbw b Rashid Khan,18,21,3,0,85.71,1,1136576,11,21
Chris Gayle,not out,104,63,1,11,165.08,1,1136576,11,143
Mayank Agarwal,c Hooda b Kaul,18,9,2,1,200,1,1136576,11,28
Karun Nair,c Dhawan b Kumar,31,21,3,1,147.62,1,1136576,11,36
Aaron Finch,not out,14,6,1,1,233.33,1,1136576,11,23
Wriddhiman Saha,b Sharma,6,7,1,0,85.71,2,1136576,11,7
Shikhar Dhawan,retired hurt,0,1,0,0,0,2,1136576,11,-2
Kane Williamson,c Finch b Tye,54,41,3,2,131.71,2,1136576,11,61
Yusuf Pathan,b Sharma,19,13,3,0,146.15,2,1136576,11,22
Manish Pandey,not out,57,42,3,1,135.71,2,1136576,11,62
Deepak Hooda,c sub (MK Tiwary) b Tye,5,5,0,0,100,2,1136576,11,5
Shakib Al Hasan,not out,24,12,1,2,200,2,1136576,11,35
Shane Watson,c †Buttler b Laughlin,106,57,9,6,185.96,1,1136577,11,149
Ambati Rayudu,c †Buttler b Laughlin,12,8,2,0,150,1,1136577,11,14
Suresh Raina,c Gowtham b Gopal,46,29,9,0,158.62,1,1136577,11,55
MS Dhoni,c Gowtham b Gopal,5,3,1,0,166.67,1,1136577,11,6
Sam Billings,c Stokes b Gopal,3,7,0,0,42.86,1,1136577,11,-3
Dwayne Bravo,not out,24,16,4,0,150,1,1136577,11,28
Ravindra Jadeja,not out,2,1,0,0,200,1,1136577,11,8
Ajinkya Rahane,b Chahar,16,11,1,1,145.45,2,1136577,11,19
Heinrich Klaasen,b Thakur,7,7,1,0,100,2,1136577,11,8
Sanju Samson,c Sharma b Chahar,2,3,0,0,66.67,2,1136577,11,2
Ben Stokes,c Billings b Imran Tahir,45,37,3,1,121.62,2,1136577,11,50
Jos Buttler,c Imran Tahir b Bravo,22,17,1,1,129.41,2,1136577,11,25
Rahul Tripathi,c Billings b Bravo,5,5,0,0,100,2,1136577,11,5
Stuart Binny,c & b Thakur,10,8,1,0,125,2,1136577,11,11
Krishnappa Gowtham,c †Dhoni b Watson,1,2,0,0,50,2,1136577,11,1
