Name,Description,Runs,Balls,4s,6s,SR,Team,Match_id,Season,Fantasy_Points
Shreyas Gopal,not out,8,10,0,0,80,2,1136577,11,8
Jaydev Unadkat,b Sharma,16,10,3,0,160,2,1136577,11,19
Ben Laughlin,c †Dhoni b Sharma,0,1,0,0,0,2,1136577,11,-2
Chris Lynn,c †Rahul b Tye,74,41,6,4,180.49,1,1136578,11,94
Sunil Narine,c Nair b Mujeeb Ur Rahman,1,4,0,0,25,1,1136578,11,-5
Robin Uthappa,c Nair b Ashwin,34,23,5,1,147.83,1,1136578,11,41
Nitish Rana,run out (†Rahul/Rajpoot),3,5,0,0,60,1,1136578,11,3
Dinesh Karthik,c Tye b Sran,43,28,6,0,153.57,1,1136578,11,49
Andre Russell,c Nair b Sran,10,7,2,0,142.86,1,1136578,11,12
Shubman Gill,not out,14,8,2,0,175,1,1136578,11,22
Tom Curran,c Rajpoot b Tye,1,3,0,0,33.33,1,1136578,11,-5
Piyush Chawla,not out,2,2,0,0,100,1,1136578,11,2
KL Rahul,c Curran b Narine,60,27,9,2,222.22,2,1136578,11,79
Chris Gayle,not out,62,38,5,6,163.16,2,1136578,11,79
Mayank Agarwal,not out,2,2,0,0,100,2,1136578,11,2
Jason Roy,b Chahal,5,16,0,0,31.25,1,1136579,11,-1
Gautam Gambhir,c Chahal b Yadav,3,10,0,0,30,1,1136579,11,-3
Shreyas Iyer,c Mohammed Siraj b Washington Sundar,52,31,4,3,167.74,1,1136579,11,62
Rishabh Pant,c de Villiers b Anderson,85,48,6,7,177.08,1,1136579,11,111
Glenn Maxwell,c Mohammed Siraj b Chahal,4,6,0,0,66.67,1,1136579,11,4
Rahul Tewatia,not out,13,9,3,0,144.44,1,1136579,11,16
Chris Morris,not out,0,0,0,0,0,1,1136579,11,-2
Quinton de Kock,run out (Shankar/†Pant),18,16,1,1,112.5,2,1136579,11,21
Manan Vohra,c Roy b Maxwell,2,5,0,0,40,2,1136579,11,-4
Virat Kohli,c Boult b Patel,30,26,2,1,115.38,2,1136579,11,34
AB de Villiers,not out,90,39,10,5,230.77,2,1136579,11,116
Corey Anderson,b Boult,15,13,0,1,115.38,2,1136579,11,17
Mandeep Singh,not out,17,9,1,1,188.89,2,1136579,11,26
Shane Watson,c Hooda b Kumar,9,15,0,1,60,1,1136580,11,11
Faf du Plessis,st †Saha b Rashid Khan,11,13,1,0,84.62,1,1136580,11,12
Suresh Raina,not out,54,43,5,2,125.58,1,1136580,11,63
Ambati Rayudu,run out (Pandey/Kaul/Williamson),79,37,9,4,213.51,1,1136580,11,102
MS Dhoni,not out,25,12,3,1,208.33,1,1136580,11,36
Ricky Bhui,c Watson b Chahar,0,5,0,0,0,2,1136580,11,-2
Kane Williamson,c Jadeja b Bravo,84,51,5,5,164.71,2,1136580,11,99
Manish Pandey,c Sharma b Chahar,0,2,0,0,0,2,1136580,11,-2
Deepak Hooda,c Jadeja b Chahar,1,7,0,0,14.29,2,1136580,11,-5
Shakib Al Hasan,c Raina b Sharma,24,19,2,1,126.32,2,1136580,11,28
Yusuf Pathan,c Raina b Thakur,45,27,1,4,166.67,2,1136580,11,54
Wriddhiman Saha,not out,5,5,0,0,100,2,1136580,11,5
Rashid Khan,not out,17,4,1,2,425,2,1136580,11,28
Suryakumar Yadav,c †Buttler b Unadkat,72,47,6,3,153.19,1,1136581,11,84
Evin Lewis,b Kulkarni,0,1,0,0,0,1,1136581,11,-2
Ishan Kishan,c †Buttler b Kulkarni,58,42,4,3,138.1,1,1136581,11,68
Kieron Pollard,not out,21,20,1,1,105,1,1136581,11,24
Rohit Sharma,run out (Rahane),0,1,0,0,0,1,1136581,11,-2
Krunal Pandya,c Klaasen b Archer,7,6,1,0,116.67,1,1136581,11,8
Hardik Pandya,b Archer,4,2,1,0,200,1,1136581,11,11
Mitchell McClenaghan,b Archer,0,1,0,0,0,1,1136581,11,-2
Mayank Markande,not out,0,1,0,0,0,1,1136581,11,-2
Ajinkya Rahane,c KH Pandya b McClenaghan,14,17,1,0,82.35,2,1136581,11,15
Rahul Tripathi,c Yadav b KH Pandya,9,8,1,0,112.5,2,1136581,11,10
Sanju Samson,c HH Pandya b Bumrah,52,39,4,0,133.33,2,1136581,11,56
Ben Stokes,b HH Pandya,40,27,3,1,148.15,2,1136581,11,45
Jos Buttler,b Bumrah,6,8,0,0,75,2,1136581,11,6
Heinrich Klaasen,c †Ishan Kishan b Mustafizur Rahman,0,1,0,0,0,2,1136581,11,-2
Jofra Archer,c & b HH Pandya,8,9,1,0,88.89,2,1136581,11,9
Krishnappa Gowtham,not out,33,11,4,2,300,2,1136581,11,47
Jaydev Unadkat,not out,0,0,0,0,0,2,1136581,11,-2
KL Rahul,c Avesh Khan b Plunkett,23,15,3,1,153.33,1,1136582,11,28
Aaron Finch,c Iyer b Avesh Khan,2,4,0,0,50,1,1136582,11,2
Mayank Agarwal,b Plunkett,21,16,3,0,131.25,1,1136582,11,24
Karun Nair,c Iyer b Plunkett,34,32,4,0,106.25,1,1136582,11,38
Yuvraj Singh,c †Pant b Avesh Khan,14,17,1,0,82.35,1,1136582,11,15
David Miller,c Plunkett b Christian,26,19,1,1,136.84,1,1136582,11,29
Ravichandran Ashwin,c Tewatia b Boult,6,7,0,0,85.71,1,1136582,11,6
Andrew Tye,b Boult,3,9,0,0,33.33,1,1136582,11,-3
Barinder Sran,not out,0,1,0,0,0,1,1136582,11,-2
Prithvi Shaw,b Rajpoot,22,10,4,0,220,2,1136582,11,32
Gautam Gambhir,c Finch b Tye,4,13,0,0,30.77,2,1136582,11,-2
Glenn Maxwell,c Tye b Rajpoot,12,10,1,1,120,2,1136582,11,15
Shreyas Iyer,c Finch b Mujeeb Ur Rahman,57,45,5,1,126.67,2,1136582,11,64
Rishabh Pant,b Mujeeb Ur Rahman,4,7,0,0,57.14,2,1136582,11,4
Daniel Christian,run out (Agarwal/Ashwin),6,11,0,0,54.55,2,1136582,11,6
Rahul Tewatia,c †Rahul b Tye,24,21,1,1,114.29,2,1136582,11,27
Liam Plunkett,c Nair b Sran,0,1,0,0,0,2,1136582,11,-2
Amit Mishra,not out,1,2,0,0,50,2,1136582,11,1
Shikhar Dhawan,b McClenaghan,5,6,1,0,83.33,1,1136583,11,6
Kane Williamson,c †Ishan Kishan b HH Pandya,29,21,5,0,138.1,1,1136583,11,34
Wriddhiman Saha,c †Ishan Kishan b McClenaghan,0,2,0,0,0,1,1136583,11,-2
Manish Pandey,c Sharma b HH Pandya,16,11,3,0,145.45,1,1136583,11,19
Shakib Al Hasan,run out (Yadav),2,4,0,0,50,1,1136583,11,2
Yusuf Pathan,c HH Pandya b Mustafizur Rahman,29,33,2,1,87.88,1,1136583,11,33
Mohammad Nabi,b Markande,14,10,2,0,140,1,1136583,11,16
Rashid Khan,c †Ishan Kishan b Bumrah,6,9,0,0,66.67,1,1136583,11,6
Basil Thampi,b Markande,3,6,0,0,50,1,1136583,11,3
Siddarth Kaul,run out (HH Pandya/†Ishan Kishan),2,9,0,0,22.22,1,1136583,11,-4
Sandeep Sharma,not out,0,1,0,0,0,1,1136583,11,-2
Suryakumar Yadav,c Rashid Khan b Basil Thampi,34,38,4,0,89.47,2,1136583,11,38
Evin Lewis,c Pandey b Sandeep Sharma,5,9,1,0,55.56,2,1136583,11,6
Ishan Kishan,c sub (DJ Hooda) b Mohammad Nabi,0,3,0,0,0,2,1136583,11,-2
Rohit Sharma,c Dhawan b Shakib Al Hasan,2,6,0,0,33.33,2,1136583,11,-4
Krunal Pandya,lbw b Rashid Khan,24,20,4,0,120,2,1136583,11,28
Kieron Pollard,c Dhawan b Rashid Khan,9,6,0,1,150,2,1136583,11,11
Hardik Pandya,c Basil Thampi b Kaul,3,19,0,0,15.79,2,1136583,11,-3
Mitchell McClenaghan,lbw b Kaul,0,2,0,0,0,2,1136583,11,-2
Mayank Markande,lbw b Kaul,1,2,0,0,50,2,1136583,11,1
Jasprit Bumrah,not out,6,5,1,0,120,2,1136583,11,7
Mustafizur Rahman,c sub (DJ Hooda) b Basil Thampi,1,3,0,0,33.33,2,1136583,11,-5
Quinton de Kock,c & b Bravo,53,37,1,4,143.24,1,1136584,11,62
Virat Kohli,c Jadeja b Thakur,18,15,3,0,120,1,1136584,11,21
AB de Villiers,c Billings b Imran Tahir,68,30,2,8,226.67,1,1136584,11,92
Corey Anderson,c Harbhajan Singh b Imran Tahir,2,8,0,0,25,1,1136584,11,-4
Mandeep Singh,c Jadeja b Thakur,32,17,1,3,188.24,1,1136584,11,45
Colin de Grandhomme,run out (†Dhoni),11,7,1,0,157.14,1,1136584,11,12
Pawan Negi,run out (Jadeja/†Dhoni),0,1,0,0,0,1,1136584,11,-2
Washington Sundar,not out,13,4,1,1,325,1,1136584,11,22
Umesh Yadav,c Billings b Bravo,0,1,0,0,0,1,1136584,11,-2
Mohammed Siraj,not out,0,0,0,0,0,1,1136584,11,-2
Shane Watson,c Mohammed Siraj b Negi,7,4,0,1,175,2,1136584,11,15
Ambati Rayudu,run out (Yadav),82,53,3,8,154.72,2,1136584,11,101
Suresh Raina,c Mandeep Singh b Yadav,11,9,2,0,122.22,2,1136584,11,13
Sam Billings,st †de Kock b Chahal,9,7,2,0,128.57,2,1136584,11,11
Ravindra Jadeja,b Chahal,3,5,0,0,60,2,1136584,11,3
MS Dhoni,not out,70,34,1,7,205.88,2,1136584,11,91
Dwayne Bravo,not out,14,7,1,1,200,2,1136584,11,23
Shikhar Dhawan,c Nair b Rajpoot,11,8,2,0,137.5,1,1136585,11,13
Kane Williamson,c Ashwin b Rajpoot,0,3,0,0,0,1,1136585,11,-2
Wriddhiman Saha,c Tye b Rajpoot,6,9,1,0,66.67,1,1136585,11,7
Manish Pandey,b Rajpoot,54,51,3,1,105.88,1,1136585,11,59
Shakib Al Hasan,c Agarwal b Mujeeb Ur Rahman,28,29,3,0,96.55,1,1136585,11,31
Yusuf Pathan,not out,21,19,1,1,110.53,1,1136585,11,24
Mohammad Nabi,c Agarwal b Rajpoot,4,2,1,0,200,1,1136585,11,11
KL Rahul,b Rashid Khan,32,26,4,1,123.08,2,1136585,11,38
Chris Gayle,c & b Basil Thampi,23,22,1,2,104.55,2,1136585,11,28
Mayank Agarwal,c Pandey b Shakib Al Hasan,12,15,0,0,80,2,1136585,11,12
Karun Nair,lbw b Rashid Khan,13,17,0,0,76.47,2,1136585,11,13
Aaron Finch,c Pandey b Shakib Al Hasan,8,4,0,1,200,2,1136585,11,16
Manoj Tiwary,c Williamson b Sandeep Sharma,1,5,0,0,20,2,1136585,11,-5
Ravichandran Ashwin,c Williamson b Rashid Khan,4,6,0,0,66.67,2,1136585,11,4
Andrew Tye,lbw b Sandeep Sharma,4,2,1,0,200,2,1136585,11,11
Barinder Sran,run out (†Saha),2,5,0,0,40,2,1136585,11,-4
Ankit Rajpoot,b Basil Thampi,8,9,1,0,88.89,2,1136585,11,9
Mujeeb Ur Rahman,not out,10,5,2,0,200,2,1136585,11,18
Prithvi Shaw,b Chawla,62,44,7,2,140.91,1,1136586,11,73
Colin Munro,b Shivam Mavi,33,18,4,2,183.33,1,1136586,11,47
Shreyas Iyer,not out,93,40,3,10,232.5,1,1136586,11,122
Rishabh Pant,c †Karthik b Russell,0,1,0,0,0,1,1136586,11,-2
Glenn Maxwell,run out (†Karthik/Shivam Mavi),27,18,1,2,150,1,1136586,11,32
Vijay Shankar,not out,0,0,0,0,0,1,1136586,11,-2
Chris Lynn,b Maxwell,5,6,1,0,83.33,2,1136586,11,6
Sunil Narine,c Iyer b Boult,26,9,1,3,288.89,2,1136586,11,39
Robin Uthappa,c Shaw b Boult,1,2,0,0,50,2,1136586,11,1
Nitish Rana,c & b Avesh Khan,8,7,1,0,114.29,2,1136586,11,9
Dinesh Karthik,c Boult b Mishra,18,18,0,1,100,2,1136586,11,20
Shubman Gill,run out (Iyer/†Pant),37,29,3,1,127.59,2,1136586,11,42
Andre Russell,b Avesh Khan,44,30,3,4,146.67,2,1136586,11,55
Shivam Mavi,b Mishra,0,3,0,0,0,2,1136586,11,-2
Piyush Chawla,c Munro b Maxwell,2,4,0,0,50,2,1136586,11,2
Mitchell Johnson,not out,12,6,2,0,200,2,1136586,11,20
Kuldeep Yadav,not out,7,6,1,0,116.67,2,1136586,11,8
Shane Watson,c Markande b KH Pandya,12,11,1,0,109.09,1,1136587,11,13
Ambati Rayudu,c Cutting b KH Pandya,46,35,2,4,131.43,1,1136587,11,56
Suresh Raina,not out,75,47,6,4,159.57,1,1136587,11,89
MS Dhoni,c Lewis b McClenaghan,26,21,3,1,123.81,1,1136587,11,31
Dwayne Bravo,c Markande b McClenaghan,0,1,0,0,0,1,1136587,11,-2
Sam Billings,c Cutting b HH Pandya,3,5,0,0,60,1,1136587,11,3
Ravindra Jadeja,not out,0,0,0,0,0,1,1136587,11,-2
Suryakumar Yadav,c Jadeja b Harbhajan Singh,44,34,5,1,129.41,2,1136587,11,51
Evin Lewis,c Thakur b Bravo,47,43,3,2,109.3,2,1136587,11,54
Rohit Sharma,not out,56,33,6,2,169.7,2,1136587,11,66
Hardik Pandya,not out,13,8,0,1,162.5,2,1136587,11,15
Alex Hales,c Samson b Gowtham,45,39,4,0,115.38,1,1136588,11,49
Shikhar Dhawan,b Gowtham,6,4,1,0,150,1,1136588,11,7
Kane Williamson,c †Buttler b Sodhi,63,43,7,2,146.51,1,1136588,11,74
Manish Pandey,c Rahane b Unadkat,16,15,1,0,106.67,1,1136588,11,17
Shakib Al Hasan,b Archer,6,6,1,0,100,1,1136588,11,7
Yusuf Pathan,c Kulkarni b Archer,2,3,0,0,66.67,1,1136588,11,2
Wriddhiman Saha,not out,11,7,1,0,157.14,1,1136588,11,12
Rashid Khan,c Stokes b Archer,1,3,0,0,33.33,1,1136588,11,-5
Basil Thampi,not out,0,0,0,0,0,1,1136588,11,-2
Ajinkya Rahane,not out,65,53,5,1,122.64,2,1136588,11,72
Rahul Tripathi,b Sandeep Sharma,4,5,0,0,80,2,1136588,11,4
Sanju Samson,c Hales b Kaul,40,30,3,1,133.33,2,1136588,11,45
Ben Stokes,b Pathan,0,3,0,0,0,2,1136588,11,-2
Jos Buttler,c Dhawan b Rashid Khan,10,11,0,0,90.91,2,1136588,11,10
Mahipal Lomror,c †Saha b Kaul,11,12,0,0,91.67,2,1136588,11,11
Krishnappa Gowtham,c Dhawan b Basil Thampi,8,5,1,0,160,2,1136588,11,9
Jofra Archer,not out,1,1,0,0,100,2,1136588,11,1
Quinton de Kock,c Shubman Gill b Kuldeep Yadav,29,27,3,1,107.41,1,1136589,11,34
Brendon McCullum,c †Karthik b Russell,38,28,4,2,135.71,1,1136589,11,46
Virat Kohli,not out,68,44,5,3,154.55,1,1136589,11,79
Manan Vohra,b Russell,0,1,0,0,0,1,1136589,11,-2
Mandeep Singh,c Shivam Mavi b Russell,19,14,0,2,135.71,1,1136589,11,23
Colin de Grandhomme,not out,11,6,0,1,183.33,1,1136589,11,19
Chris Lynn,not out,62,52,7,1,119.23,2,1136589,11,71
Sunil Narine,c de Grandhomme b Ashwin,27,19,3,1,142.11,2,1136589,11,32
Robin Uthappa,c Southee b Ashwin,36,21,3,3,171.43,2,1136589,11,51
Nitish Rana,retired hurt,15,10,2,0,150,2,1136589,11,17
Andre Russell,c †de Kock b Mohammed Siraj,0,1,0,0,0,2,1136589,11,-2
Dinesh Karthik,c Kohli b Mohammed Siraj,23,10,2,1,230,2,1136589,11,33
Shubman Gill,not out,5,2,1,0,250,2,1136589,11,12
Shane Watson,c Plunkett b Mishra,78,40,4,7,195,1,1136590,11,102
Faf du Plessis,c Boult b Shankar,33,33,3,1,100,1,1136590,11,38
Suresh Raina,b Maxwell,1,2,0,0,50,1,1136590,11,1
Ambati Rayudu,run out (†Pant/Boult),41,24,5,1,170.83,1,1136590,11,54
MS Dhoni,not out,51,22,2,5,231.82,1,1136590,11,69
Ravindra Jadeja,not out,0,0,0,0,0,1,1136590,11,-2
Prithvi Shaw,c Jadeja b Asif,9,5,2,0,180,2,1136590,11,17
Colin Munro,c Sharma b Asif,26,16,3,2,162.5,2,1136590,11,33
Shreyas Iyer,run out (Watson/†Dhoni),13,14,1,0,92.86,2,1136590,11,14
Rishabh Pant,c Jadeja b Ngidi,79,45,7,4,175.56,2,1136590,11,100
Glenn Maxwell,b Jadeja,6,5,1,0,120,2,1136590,11,7
Vijay Shankar,not out,54,31,1,5,174.19,2,1136590,11,71
Rahul Tewatia,not out,3,4,0,0,75,2,1136590,11,3
Manan Vohra,lbw b Markande,45,31,2,4,145.16,1,1136591,11,55
Quinton de Kock,c Sharma b McClenaghan,7,13,1,0,53.85,1,1136591,11,8
Brendon McCullum,run out (HH Pandya),37,25,4,2,148,1,1136591,11,45
Virat Kohli,c Pollard b HH Pandya,32,26,2,1,123.08,1,1136591,11,36
Mandeep Singh,c Yadav b HH Pandya,14,10,1,1,140,1,1136591,11,17
Colin de Grandhomme,not out,23,10,0,3,230,1,1136591,11,35
Washington Sundar,c Sharma b HH Pandya,1,3,0,0,33.33,1,1136591,11,-5
Tim Southee,c Cutting b Bumrah,1,2,0,0,50,1,1136591,11,1
Umesh Yadav,not out,1,2,0,0,50,1,1136591,11,1
Suryakumar Yadav,lbw b Yadav,9,9,2,0,100,2,1136591,11,11
Ishan Kishan,b Southee,0,1,0,0,0,2,1136591,11,-2
Jean Paul Duminy,run out (Yadav/†de Kock),23,29,3,0,79.31,2,1136591,11,26
Rohit Sharma,c †de Kock b Yadav,0,1,0,0,0,2,1136591,11,-2
Kieron Pollard,c †de Kock b Mohammed Siraj,13,13,1,0,100,2,1136591,11,14
Hardik Pandya,c Kohli b Southee,50,42,5,1,119.05,2,1136591,11,57
Krunal Pandya,c Mandeep Singh b Mohammed Siraj,23,19,1,1,121.05,2,1136591,11,26
Ben Cutting,not out,12,6,1,1,200,2,1136591,11,21
Mitchell McClenaghan,not out,0,0,0,0,0,2,1136591,11,-2
Prithvi Shaw,c & b Gopal,47,25,4,4,188,1,1136592,11,65
Colin Munro,c †Buttler b Kulkarni,0,1,0,0,0,1,1136592,11,-2
Shreyas Iyer,c Tripathi b Unadkat,50,35,3,3,142.86,1,1136592,11,59
Rishabh Pant,c Stokes b Unadkat,69,29,7,5,237.93,1,1136592,11,92
Glenn Maxwell,lbw b Archer,5,5,0,0,100,1,1136592,11,5
Vijay Shankar,c Tripathi b Unadkat,17,6,2,1,283.33,1,1136592,11,27
Liam Plunkett,not out,1,2,0,0,50,1,1136592,11,1
D Arcy Short,c Avesh Khan b Maxwell,44,25,2,4,176,2,1136592,11,60
Jos Buttler,st †Pant b Mishra,67,26,4,7,257.69,2,1136592,11,91
Sanju Samson,c Munro b Boult,3,5,0,0,60,2,1136592,11,3
Ben Stokes,c Shankar b Boult,1,2,0,0,50,2,1136592,11,1
Rahul Tripathi,run out (†Pant/Boult),9,8,1,0,112.5,2,1136592,11,10
Krishnappa Gowtham,not out,18,6,2,1,300,2,1136592,11,28
Jofra Archer,not out,0,0,0,0,0,2,1136592,11,-2
Shane Watson,c Shivam Mavi b Narine,36,25,4,2,144,1,1136593,11,44
Faf du Plessis,b Chawla,27,15,4,1,180,1,1136593,11,39
Suresh Raina,c Johnson b Kuldeep Yadav,31,26,4,0,119.23,1,1136593,11,35
Ambati Rayudu,b Narine,21,17,3,0,123.53,1,1136593,11,24
MS Dhoni,not out,43,25,1,4,172,1,1136593,11,58
Ravindra Jadeja,c †Karthik b Chawla,12,12,1,0,100,1,1136593,11,13
Karn Sharma,not out,0,0,0,0,0,1,1136593,11,-2
Chris Lynn,c Watson b Ngidi,12,6,0,2,200,2,1136593,11,22
Sunil Narine,c Bravo b Jadeja,32,20,4,2,160,2,1136593,11,40
Robin Uthappa,c Bravo b Asif,6,8,1,0,75,2,1136593,11,7
Shubman Gill,not out,57,36,6,2,158.33,2,1136593,11,67
Rinku Singh,b Harbhajan Singh,16,18,2,0,88.89,2,1136593,11,18
Dinesh Karthik,not out,45,18,7,1,250,2,1136593,11,60
KL Rahul,c Duminy b Markande,24,20,1,2,120,1,1136594,11,29
Chris Gayle,c Yadav b Cutting,50,40,6,2,125,1,1136594,11,60
Yuvraj Singh,run out (Lewis/†Ishan Kishan),14,14,0,1,100,1,1136594,11,16
Karun Nair,c HH Pandya b McClenaghan,23,12,1,2,191.67,1,1136594,11,34
Axar Patel,c HH Pandya b Bumrah,13,12,0,1,108.33,1,1136594,11,15
Marcus Stoinis,not out,29,15,2,2,193.33,1,1136594,11,41
Mayank Agarwal,c KH Pandya b HH Pandya,11,7,0,1,157.14,1,1136594,11,13
Ravichandran Ashwin,not out,0,0,0,0,0,1,1136594,11,-2
Suryakumar Yadav,c †Rahul b Stoinis,57,42,6,3,135.71,2,1136594,11,69
Evin Lewis,c †Rahul b Mujeeb Ur Rahman,10,13,0,0,76.92,2,1136594,11,10
Ishan Kishan,b Mujeeb Ur Rahman,25,19,0,3,131.58,2,1136594,11,31
Hardik Pandya,b Tye,23,13,2,1,176.92,2,1136594,11,33
Rohit Sharma,not out,24,15,1,2,160,2,1136594,11,29
Krunal Pandya,not out,31,12,4,2,258.33,2,1136594,11,45
Parthiv Patel,c & b Jadeja,53,41,5,2,129.27,1,1136595,11,62
Brendon McCullum,c Thakur b Ngidi,5,3,1,0,166.67,1,1136595,11,6
Virat Kohli,b Jadeja,8,11,1,0,72.73,1,1136595,11,9
AB de Villiers,st †Dhoni b Harbhajan Singh,1,4,0,0,25,1,1136595,11,-5
Mandeep Singh,c Willey b Jadeja,7,13,0,0,53.85,1,1136595,11,7
Colin de Grandhomme,c Raina b Willey,8,8,1,0,100,1,1136595,11,9
Murugan Ashwin,st †Dhoni b Harbhajan Singh,1,2,0,0,50,1,1136595,11,1
Tim Southee,not out,36,26,3,1,138.46,1,1136595,11,41
Umesh Yadav,run out (Willey),1,5,0,0,20,1,1136595,11,-5
Mohammed Siraj,run out (Rayudu/†Dhoni),3,7,0,0,42.86,1,1136595,11,-3
Shane Watson,b Yadav,11,14,2,0,78.57,2,1136595,11,13
Ambati Rayudu,c Mohammed Siraj b Ashwin,32,25,3,2,128,2,1136595,11,39
Suresh Raina,c Southee b Yadav,25,21,2,1,119.05,2,1136595,11,29
Dhruv Shorey,c Mandeep Singh b de Grandhomme,8,9,0,1,88.89,2,1136595,11,10
MS Dhoni,not out,31,23,1,3,134.78,2,1136595,11,38
Dwayne Bravo,not out,14,17,0,1,82.35,2,1136595,11,16
Prithvi Shaw,c Kaul b Rashid Khan,65,36,6,3,180.56,1,1136596,11,83
Glenn Maxwell,run out (Sandeep Sharma),2,3,0,0,66.67,1,1136596,11,2
Shreyas Iyer,c Dhawan b Kaul,44,36,3,2,122.22,1,1136596,11,51
Rishabh Pant,lbw b Rashid Khan,18,19,1,0,94.74,1,1136596,11,19
Naman Ojha,run out (Rashid Khan/†Saha),1,4,0,0,25,1,1136596,11,-5
Vijay Shankar,not out,23,13,1,1,176.92,1,1136596,11,32
Daniel Christian,not out,7,9,0,0,77.78,1,1136596,11,7
Alex Hales,b Mishra,45,31,3,3,145.16,2,1136596,11,54
Shikhar Dhawan,b Mishra,33,30,2,1,110,2,1136596,11,37
Kane Williamson,not out,32,30,0,1,106.67,2,1136596,11,34
Manish Pandey,c Shaw b Plunkett,21,17,2,0,123.53,2,1136596,11,23
Yusuf Pathan,not out,27,12,2,2,225,2,1136596,11,39
Suryakumar Yadav,c †Karthik b Russell,59,39,7,2,151.28,1,1136597,11,70
Evin Lewis,c Lynn b Russell,43,28,5,2,153.57,1,1136597,11,52
Rohit Sharma,c sub (RK Singh) b Narine,11,11,1,0,100,1,1136597,11,12
Hardik Pandya,not out,35,20,4,1,175,1,1136597,11,47
Krunal Pandya,c Shubman Gill b Narine,14,11,1,1,127.27,1,1136597,11,17
Jean Paul Duminy,not out,13,11,0,1,118.18,1,1136597,11,15
Chris Lynn,c Bumrah b McClenaghan,17,13,4,0,130.77,2,1136597,11,21
Shubman Gill,c KH Pandya b HH Pandya,7,5,1,0,140,2,1136597,11,8
Robin Uthappa,c Cutting b Markande,54,35,6,3,154.29,2,1136597,11,66
Nitish Rana,c Bumrah b HH Pandya,31,27,3,1,114.81,2,1136597,11,36
Dinesh Karthik,not out,36,26,5,1,138.46,2,1136597,11,43
Andre Russell,c KH Pandya b Bumrah,9,10,1,0,90,2,1136597,11,10
Sunil Narine,c Sharma b KH Pandya,5,4,1,0,125,2,1136597,11,6
Piyush Chawla,not out,0,0,0,0,0,2,1136597,11,-2
Jos Buttler,c †Rahul b Mujeeb Ur Rahman,51,39,7,0,130.77,1,1136598,11,58
D Arcy Short,c Tye b Ashwin,2,2,0,0,100,1,1136598,11,2
Ajinkya Rahane,c Gayle b Patel,5,7,0,0,71.43,1,1136598,11,5
Sanju Samson,c Nair b Tye,28,23,2,1,121.74,1,1136598,11,32
Ben Stokes,c Tiwary b Mujeeb Ur Rahman,12,9,2,0,133.33,1,1136598,11,14
Rahul Tripathi,c Ashwin b Tye,11,13,1,0,84.62,1,1136598,11,12
Jofra Archer,b Mujeeb Ur Rahman,0,1,0,0,0,1,1136598,11,-2
Krishnappa Gowtham,c Stoinis b Rajpoot,5,3,1,0,166.67,1,1136598,11,6
Shreyas Gopal,run out (†Rahul),24,16,3,0,150,1,1136598,11,27
Jaydev Unadkat,not out,6,7,0,0,85.71,1,1136598,11,6
KL Rahul,not out,84,54,7,3,155.56,2,1136598,11,97
Chris Gayle,c Samson b Archer,8,11,2,0,72.73,2,1136598,11,10
Mayank Agarwal,c Tripathi b Stokes,2,3,0,0,66.67,2,1136598,11,2
Karun Nair,b Anureet Singh,31,23,2,2,134.78,2,1136598,11,37
Axar Patel,c Short b Gowtham,4,5,0,0,80,2,1136598,11,4
Marcus Stoinis,not out,23,16,2,1,143.75,2,1136598,11,27
Alex Hales,b Southee,5,5,1,0,100,1,1136599,11,6
Shikhar Dhawan,c Southee b Mohammed Siraj,13,19,1,0,68.42,1,1136599,11,14
Kane Williamson,c Mandeep Singh b Yadav,56,39,5,2,143.59,1,1136599,11,65
Manish Pandey,c Kohli b Chahal,5,7,0,0,71.43,1,1136599,11,5
Shakib Al Hasan,c Yadav b Southee,35,32,5,0,109.38,1,1136599,11,40
Yusuf Pathan,b Mohammed Siraj,12,7,2,0,171.43,1,1136599,11,20
Wriddhiman Saha,b Mohammed Siraj,8,5,0,1,160,1,1136599,11,10
Rashid Khan,run out (Kohli/†Patel),1,3,0,0,33.33,1,1136599,11,-5
Bhuvneshwar Kumar,not out,1,2,0,0,50,1,1136599,11,1
Siddarth Kaul,run out (Kohli/†Patel),1,1,0,0,100,1,1136599,11,1
Sandeep Sharma,lbw b Southee,0,1,0,0,0,1,1136599,11,-2
Manan Vohra,b Sandeep Sharma,8,10,0,0,80,2,1136599,11,8
Parthiv Patel,lbw b Shakib Al Hasan,20,13,4,0,153.85,2,1136599,11,24
Virat Kohli,c Pathan b Shakib Al Hasan,39,30,5,1,130,2,1136599,11,46
AB de Villiers,b Rashid Khan,5,8,0,0,62.5,2,1136599,11,5
Moeen Ali,c †Saha b Kaul,10,7,2,0,142.86,2,1136599,11,12
Mandeep Singh,not out,21,23,1,0,91.3,2,1136599,11,22
Colin de Grandhomme,b Kumar,33,29,1,2,113.79,2,1136599,11,38
Ajinkya Rahane,c Nath b Tye,9,10,1,0,90,1,1136600,11,10
Jos Buttler,st †Rahul b Mujeeb Ur Rahman,82,58,9,1,141.38,1,1136600,11,93
Krishnappa Gowtham,c Tiwary b Stoinis,8,6,0,1,133.33,1,1136600,11,10
Sanju Samson,c Tiwary b Mujeeb Ur Rahman,22,18,1,1,122.22,1,1136600,11,25
Ben Stokes,c Ashwin b Tye,14,11,1,0,127.27,1,1136600,11,15
Stuart Binny,run out (Nair/Tye),11,7,0,1,157.14,1,1136600,11,13
