Season,Team,Player
6,Kings XI Punjab,Manpreet Gony
6,Kings XI Punjab,Gurkeerat Singh Mann
6,Kings XI Punjab,Harmeet Singh
6,Kings XI Punjab,David Hussey
6,Kings XI Punjab,Praveen Kumar
6,Kings XI Punjab,Mandeep Singh
6,Kings XI Punjab,Shaun Marsh
6,Kings XI Punjab,Dimitri Mascarenhas
6,Kings XI Punjab,David Miller
6,Kings XI Punjab,Michael Neser
6,Kings XI Punjab,Luke Pomersbach
6,Kings XI Punjab,Nitin Saini
6,Kings XI Punjab,Sandeep Sharma
6,Kings XI Punjab,Rajagopal Sathish
6,Kings XI Punjab,Sunny Singh
6,Kings XI Punjab,Paul Valthaty
6,Kings XI Punjab,Manan Vohra
6,Kings XI Punjab,Ryan Harris
6,Kolkata Knight Riders,Gautam Gambhir
6,Kolkata Knight Riders,Sarabjit Ladda
6,Kolkata Knight Riders,Lakshmipathy Balaji
6,Kolkata Knight Riders,Rajat Bhatia
6,Kolkata Knight Riders,Manvinder  Bisla
6,Kolkata Knight Riders,Debabrata Das
6,Kolkata Knight Riders,Brad Haddin
6,Kolkata Knight Riders,Iqbal Abdulla
6,Kolkata Knight Riders,Jacques Kallis
6,Kolkata Knight Riders,Brett Lee
6,Kolkata Knight Riders,Brendon McCullum
6,Kolkata Knight Riders,Ryan McLaren
6,Kolkata Knight Riders,Mohammed Shami
6,Kolkata Knight Riders,Eoin Morgan
6,Kolkata Knight Riders,Sunil Narine
6,Kolkata Knight Riders,Sumit Narwal
6,Kolkata Knight Riders,Yusuf Pathan
6,Kolkata Knight Riders,Pradeep Sangwan
6,Kolkata Knight Riders,Sachithra Senanayake
6,Kolkata Knight Riders,Shakib Al Hasan
6,Kolkata Knight Riders,Laxmi Shukla
6,Kolkata Knight Riders,Ryan ten Doeschate
6,Kolkata Knight Riders,Manoj Tiwary
6,Kolkata Knight Riders,James Pattinson
6,Mumbai Indians,Ricky Ponting
6,Mumbai Indians,Rohit Sharma
6,Mumbai Indians,Abu Nechim
6,Mumbai Indians,Amitoze Singh
6,Mumbai Indians,Aiden Blizzard
6,Mumbai Indians,Jasprit Bumrah
6,Mumbai Indians,Yuzvendra Chahal
6,Mumbai Indians,Nathan Coulter-Nile
6,Mumbai Indians,Rishi Dhawan
6,Mumbai Indians,James Franklin
6,Mumbai Indians,Harbhajan Singh
6,Mumbai Indians,Phillip Hughes
6,Mumbai Indians,Javed Khan
6,Mumbai Indians,Mitchell Johnson
6,Mumbai Indians,Dinesh Karthik
6,Mumbai Indians,Dhawal Kulkarni
6,Mumbai Indians,Lasith Malinga
6,Mumbai Indians,Sushant Marathe
6,Mumbai Indians,Glenn Maxwell
6,Mumbai Indians,Pragyan Ojha
6,Mumbai Indians,Jacob Oram
6,Mumbai Indians,Axar Patel
6,Mumbai Indians,Munaf Patel
6,Mumbai Indians,Kieron Pollard
6,Mumbai Indians,Ambati Rayudu
6,Mumbai Indians,Jalaj Saxena
6,Mumbai Indians,Dwayne Smith
6,Mumbai Indians,Pawan Suyal
6,Mumbai Indians,Aditya Tare
6,Mumbai Indians,Sachin Tendulkar
6,Mumbai Indians,Suryakumar Yadav
6,Rajasthan Royals,Rahul Dravid/
6,Rajasthan Royals,Samuel Badree
6,Rajasthan Royals,Stuart Binny
6,Rajasthan Royals,Kevon Cooper
6,Rajasthan Royals,Fidel Edwards
6,Rajasthan Royals,James Faulkner
6,Rajasthan Royals,Shreevats Goswami
6,Rajasthan Royals,Harmeet Singh
6,Rajasthan Royals,Brad Hodge
6,Rajasthan Royals,Brad Hogg
6,Rajasthan Royals,Vikramjeet Malik
6,Rajasthan Royals,Ashok Menaria
6,Rajasthan Royals,Kusal Perera
6,Rajasthan Royals,Ajinkya Rahane
6,Rajasthan Royals,Sachin Baby
6,Rajasthan Royals,Sanju Samson
6,Rajasthan Royals,Owais Shah
6,Rajasthan Royals,Rahul Shukla
6,Rajasthan Royals,Shaun Tait
6,Rajasthan Royals,Pravin Tambe
6,Rajasthan Royals,Siddharth Trivedi
6,Rajasthan Royals,Shane Watson
6,Rajasthan Royals,Dishant Yagnik
6,Rajasthan Royals,Ajit  Chandila
6,Rajasthan Royals,Ankeet Chavan
6,Rajasthan Royals,Sreesanth
6,Pune Warriors,Angelo Mathews
6,Pune Warriors,Udit Birla
6,Pune Warriors,Ashok Dinda
6,Pune Warriors,Eklavya Dwivedi
6,Pune Warriors,Aaron Finch
6,Pune Warriors,Raiphi Gomez
6,Pune Warriors,Harpreet Singh
6,Pune Warriors,Dheeraj Jadhav
6,Pune Warriors,Bhuvneshwar Kumar
6,Pune Warriors,Anustup Majumdar
6,Pune Warriors,Mithun Manhas
6,Pune Warriors,Mitchell Marsh
6,Pune Warriors,Ajantha Mendis
6,Pune Warriors,Ali Murtaza
6,Pune Warriors,Abhishek Nayar
6,Pune Warriors,Ishwar Pandey
6,Pune Warriors,Manish Pandey
6,Pune Warriors,Wayne Parnell
6,Pune Warriors,Parvez Rasool
6,Pune Warriors,Mahesh Rawat
6,Pune Warriors,Kane Richardson
6,Pune Warriors,Marlon Samuels
6,Pune Warriors,Rahul Sharma
6,Pune Warriors,Steven Smith
6,Pune Warriors,Tirumalasetti Suman
6,Pune Warriors,Tamim Iqbal
6,Pune Warriors,Ross Taylor
6,Pune Warriors,Krishnakant  Upadhyay
6,Pune Warriors,Robin Uthappa
6,Pune Warriors,Shrikant Wagh
6,Pune Warriors,Luke Wright
6,Pune Warriors,Yuvraj Singh
6,Pune Warriors,Michael Clarke
6,Sunrisers Hyderabad,Kumar Sangakkara
6,Sunrisers Hyderabad,Anand Rajan
6,Sunrisers Hyderabad,Ankit Sharma
6,Sunrisers Hyderabad,Ashish Reddy
6,Sunrisers Hyderabad,Quinton de Kock
6,Sunrisers Hyderabad,Shikhar Dhawan
6,Sunrisers Hyderabad,Jean-Paul Duminy
6,Sunrisers Hyderabad,Chris Lynn
6,Sunrisers Hyderabad,Nathan McCullum
6,Sunrisers Hyderabad,Clint McKay
6,Sunrisers Hyderabad,Amit Mishra
6,Sunrisers Hyderabad,Parthiv Patel
6,Sunrisers Hyderabad,Thisara Perera
6,Sunrisers Hyderabad,Padmanabhan Prasanth
6,Sunrisers Hyderabad,Veer Pratap Singh
6,Sunrisers Hyderabad,Sachin Rana
6,Sunrisers Hyderabad,Dwaraka Ravi Teja
6,Sunrisers Hyderabad,Akshath Reddy
6,Sunrisers Hyderabad,Biplab Samantray
6,Sunrisers Hyderabad,Daren Sammy
6,Sunrisers Hyderabad,Ishant Sharma
6,Sunrisers Hyderabad,Karn Sharma
6,Sunrisers Hyderabad,Dale Steyn
6,Sunrisers Hyderabad,Thalaivan Sargunam
6,Sunrisers Hyderabad,Sudeep Tyagi
6,Sunrisers Hyderabad,Hanuma Vihari
6,Sunrisers Hyderabad,Cameron White
7,Chennai Super Kings,MS Dhoni
7,Chennai Super Kings,Baba Aparajith
7,Chennai Super Kings,Ravichandran Ashwin
7,Chennai Super Kings,Samuel Badree
7,Chennai Super Kings,Faf du Plessis
7,Chennai Super Kings,John Hastings
7,Chennai Super Kings,Matt Henry
7,Chennai Super Kings,Ben Hilfenhaus
7,Chennai Super Kings,David Hussey
7,Chennai Super Kings,Ravindra Jadeja
7,Chennai Super Kings,Brendon McCullum
7,Chennai Super Kings,Mithun Manhas
7,Chennai Super Kings,Ronit More
7,Chennai Super Kings,Pawan Negi
7,Chennai Super Kings,Ashish Nehra
7,Chennai Super Kings,Ishwar Pandey
7,Chennai Super Kings,Suresh Raina
7,Chennai Super Kings,Vijay Shankar
7,Chennai Super Kings,Mohit Sharma
7,Chennai Super Kings,Dwayne Smith
7,Chennai Super Kings,Dwayne Bravo
7,Delhi Daredevils,Kevin Pietersen
7,Delhi Daredevils,Mayank Agarwal
7,Delhi Daredevils,Quinton de Kock
7,Delhi Daredevils,Jean-Paul Duminy
7,Delhi Daredevils,Imran Tahir
7,Delhi Daredevils,Kedar Jadhav
7,Delhi Daredevils,Dinesh Karthik
7,Delhi Daredevils,Siddarth Kaul
7,Delhi Daredevils,Milind Kumar
7,Delhi Daredevils,Mohammed Shami
7,Delhi Daredevils,Shahbaz Nadeem
7,Delhi Daredevils,James Neesham
7,Delhi Daredevils,Wayne Parnell
7,Delhi Daredevils,HS Sharath
7,Delhi Daredevils,Rahul Sharma
7,Delhi Daredevils,Laxmi Shukla
7,Delhi Daredevils,Rahul Shukla
7,Delhi Daredevils,Ross Taylor
7,Delhi Daredevils,Manoj Tiwary
7,Delhi Daredevils,Saurabh Tiwary
7,Delhi Daredevils,Jaydev Unadkat
7,Delhi Daredevils,Murali Vijay
7,Delhi Daredevils,Jayant Yadav
7,Delhi Daredevils,Nathan Coulter-Nile
7,Kings XI Punjab,George Bailey
7,Kings XI Punjab,Anureet Singh
7,Kings XI Punjab,Parvinder Awana
7,Kings XI Punjab,Lakshmipathy Balaji
7,Kings XI Punjab,Rishi Dhawan
7,Kings XI Punjab,Gurkeerat Singh Mann
7,Kings XI Punjab,Beuran Hendricks
7,Kings XI Punjab,Mitchell Johnson
7,Kings XI Punjab,Karanveer Singh
7,Kings XI Punjab,Murali Kartik
7,Kings XI Punjab,Mandeep Singh
7,Kings XI Punjab,Shaun Marsh
7,Kings XI Punjab,Glenn Maxwell
7,Kings XI Punjab,David Miller
7,Kings XI Punjab,Axar Patel
7,Kings XI Punjab,Thisara Perera
7,Kings XI Punjab,Cheteshwar Pujara
7,Kings XI Punjab,Wriddhiman Saha
7,Kings XI Punjab,Sandeep Sharma
7,Kings XI Punjab,Virender Sehwag
7,Kings XI Punjab,Shivam Sharma
7,Kings XI Punjab,Shardul Thakur
7,Kings XI Punjab,Manan Vohra
7,Kolkata Knight Riders,Gautam Gambhir
7,Kolkata Knight Riders,Manvinder  Bisla
7,Kolkata Knight Riders,Piyush Chawla
7,Kolkata Knight Riders,Pat Cummins
7,Kolkata Knight Riders,Debabrata Das
7,Kolkata Knight Riders,Jacques Kallis
7,Kolkata Knight Riders,Kuldeep Yadav
7,Kolkata Knight Riders,Chris Lynn
7,Kolkata Knight Riders,Sayan Mondal
7,Kolkata Knight Riders,Morne Morkel
7,Kolkata Knight Riders,Sunil Narine
7,Kolkata Knight Riders,Manish Pandey
7,Kolkata Knight Riders,Yusuf Pathan
7,Kolkata Knight Riders,Veer Pratap Singh
7,Kolkata Knight Riders,Andre Russell
7,Kolkata Knight Riders,Shakib Al Hasan
7,Kolkata Knight Riders,Ryan ten Doeschate
7,Kolkata Knight Riders,Robin Uthappa
7,Kolkata Knight Riders,Vinay Kumar
7,Kolkata Knight Riders,Suryakumar Yadav
7,Kolkata Knight Riders,Umesh Yadav
7,Mumbai Indians,Rohit Sharma
7,Mumbai Indians,Corey Anderson
7,Mumbai Indians,Jasprit Bumrah
7,Mumbai Indians,Marchant de Lange
7,Mumbai Indians,Ben Dunk
7,Mumbai Indians,Chidhambaram Gautam
7,Mumbai Indians,Shreyas Gopal
7,Mumbai Indians,Harbhajan Singh
7,Mumbai Indians,Josh Hazlewood
7,Mumbai Indians,Michael Hussey
7,Mumbai Indians,Praveen Kumar
7,Mumbai Indians,Lasith Malinga
7,Mumbai Indians,Sushant Marathe
7,Mumbai Indians,Pragyan Ojha
7,Mumbai Indians,Kieron Pollard
7,Mumbai Indians,Ambati Rayudu
7,Mumbai Indians,Krishmar Santokie
7,Mumbai Indians,Lendl Simmons
7,Mumbai Indians,Pawan Suyal
7,Mumbai Indians,Aditya Tare
7,Mumbai Indians,Apoorv Wankhade
7,Mumbai Indians,Zaheer Khan
7,Mumbai Indians,Jalaj Saxena
7,Rajasthan Royals,Shane Watson
7,Rajasthan Royals,Amit Mishra
7,Rajasthan Royals,Ankit Sharma
7,Rajasthan Royals,Ankush Bains
7,Rajasthan Royals,Rajat Bhatia
7,Rajasthan Royals,Stuart Binny
7,Rajasthan Royals,Unmukt Chand
7,Rajasthan Royals,Kevon Cooper
7,Rajasthan Royals,Ben Cutting
7,Rajasthan Royals,James Faulkner
7,Rajasthan Royals,Brad Hodge
7,Rajasthan Royals,Deepak Hooda
7,Rajasthan Royals,Iqbal Abdulla
7,Rajasthan Royals,Dhawal Kulkarni
7,Rajasthan Royals,Vikramjeet Malik
7,Rajasthan Royals,Karun Nair
7,Rajasthan Royals,Abhishek Nayar
7,Rajasthan Royals,Ajinkya Rahane
7,Rajasthan Royals,Kane Richardson
7,Rajasthan Royals,Sanju Samson
7,Rajasthan Royals,Steven Smith
7,Rajasthan Royals,Tim Southee
7,Rajasthan Royals,Pravin Tambe
7,Rajasthan Royals,Rahul Tewatia
7,Rajasthan Royals,Dishant Yagnik
7,Royal Challengers Bangalore,Virat Kohli
7,Royal Challengers Bangalore,Varun Aaron
7,Royal Challengers Bangalore,Abu Nechim
7,Royal Challengers Bangalore,Yuzvendra Chahal
7,Royal Challengers Bangalore,AB de Villiers
7,Royal Challengers Bangalore,Ashok Dinda
7,Royal Challengers Bangalore,Chris Gayle
7,Royal Challengers Bangalore,Shadab Jakati
7,Royal Challengers Bangalore,Tanmay Mishra
7,Royal Challengers Bangalore,Albie Morkel
7,Royal Challengers Bangalore,Muttiah Muralitharan
7,Royal Challengers Bangalore,Harshal Patel
7,Royal Challengers Bangalore,Parthiv Patel
7,Royal Challengers Bangalore,Ravi Rampaul
7,Royal Challengers Bangalore,Sachin Rana
7,Royal Challengers Bangalore,Rilee Rossouw
7,Royal Challengers Bangalore,Sandeep Warrier
7,Royal Challengers Bangalore,Mitchell Starc
7,Royal Challengers Bangalore,Yogesh Takawale
7,Royal Challengers Bangalore,Yuvraj Singh
7,Royal Challengers Bangalore,Vijay Zol
7,Royal Challengers Bangalore,Nic Maddinson
7,Sunrisers Hyderabad,Daren Sammy
7,Sunrisers Hyderabad,Srikkanth Anirudha
7,Sunrisers Hyderabad,Ashish Reddy
7,Sunrisers Hyderabad,Ricky Bhui
7,Sunrisers Hyderabad,Shikhar Dhawan
7,Sunrisers Hyderabad,Aaron Finch
7,Sunrisers Hyderabad,Moises Henriques
7,Sunrisers Hyderabad,Jason Holder
7,Sunrisers Hyderabad,Manprit Juneja
7,Sunrisers Hyderabad,Bhuvneshwar Kumar
7,Sunrisers Hyderabad,Chama Milind
7,Sunrisers Hyderabad,Amit Mishra
7,Sunrisers Hyderabad,Naman Ojha
7,Sunrisers Hyderabad,Prasanth Parameswaran
7,Sunrisers Hyderabad,Parvez Rasool
7,Sunrisers Hyderabad,Irfan Pathan
7,Sunrisers Hyderabad,Amit Paunikar
7,Sunrisers Hyderabad,KL Rahul
7,Sunrisers Hyderabad,Ishant Sharma
7,Sunrisers Hyderabad,Karn Sharma
7,Sunrisers Hyderabad,Dale Steyn
7,Sunrisers Hyderabad,Brendan Taylor
7,Sunrisers Hyderabad,Venugopal Rao
7,Sunrisers Hyderabad,David Warner
8,Chennai Super Kings,MS Dhoni
8,Chennai Super Kings,Kyle Abbott
8,Chennai Super Kings,Baba Aparajith
8,Chennai Super Kings,Ravichandran Ashwin
8,Chennai Super Kings,Samuel Badree
8,Chennai Super Kings,Ankush Bains
8,Chennai Super Kings,Dwayne Bravo
8,Chennai Super Kings,Faf du Plessis
8,Chennai Super Kings,Eklavya Dwivedi
8,Chennai Super Kings,Matt Henry
8,Chennai Super Kings,Michael Hussey
8,Chennai Super Kings,Ravindra Jadeja
8,Chennai Super Kings,Brendon McCullum
8,Chennai Super Kings,Mithun Manhas
8,Chennai Super Kings,Ronit More
8,Chennai Super Kings,Pawan Negi
8,Chennai Super Kings,Ashish Nehra
8,Chennai Super Kings,Ishwar Pandey
8,Chennai Super Kings,Irfan Pathan
8,Chennai Super Kings,Pratyush Singh
8,Chennai Super Kings,Suresh Raina
8,Chennai Super Kings,Mohit Sharma
8,Chennai Super Kings,Rahul Sharma
8,Chennai Super Kings,Dwayne Smith
8,Chennai Super Kings,Andrew Tye
8,Delhi Daredevils,Jean-Paul Duminy
8,Delhi Daredevils,Mayank Agarwal
8,Delhi Daredevils,Srikar Bharat
8,Delhi Daredevils,Nathan Coulter-Nile
8,Delhi Daredevils,Quinton de Kock
8,Delhi Daredevils,Chidhambaram Gautam
8,Delhi Daredevils,Travis Head
8,Delhi Daredevils,Imran Tahir
8,Delhi Daredevils,Shreyas Iyer
8,Delhi Daredevils,Kedar Jadhav
8,Delhi Daredevils,KK Jiyas
8,Delhi Daredevils,Zaheer Khan
8,Delhi Daredevils,Angelo Mathews
8,Delhi Daredevils,Amit Mishra
8,Delhi Daredevils,Mohammed Shami
8,Delhi Daredevils,Albie Morkel
8,Delhi Daredevils,Domnic Muthuswami
8,Delhi Daredevils,Shahbaz Nadeem
8,Delhi Daredevils,Gurinder Sandhu
8,Delhi Daredevils,Marcus Stoinis
8,Delhi Daredevils,Manoj Tiwary
8,Delhi Daredevils,Saurabh Tiwary
8,Delhi Daredevils,Jaydev Unadkat
8,Delhi Daredevils,Jayant Yadav
8,Delhi Daredevils,Yuvraj Singh
8,Kings XI Punjab,George Bailey
8,Kings XI Punjab,Anureet Singh
8,Kings XI Punjab,Parvinder Awana
8,Kings XI Punjab,Rishi Dhawan
8,Kings XI Punjab,Yogesh Golwalkar
8,Kings XI Punjab,Gurkeerat Singh Mann
8,Kings XI Punjab,Beuran Hendricks
8,Kings XI Punjab,Mitchell Johnson
8,Kings XI Punjab,Karanveer Singh
8,Kings XI Punjab,Shaun Marsh
8,Kings XI Punjab,Glenn Maxwell
8,Kings XI Punjab,David Miller
8,Kings XI Punjab,Nikhil Naik
8,Kings XI Punjab,Axar Patel
8,Kings XI Punjab,Thisara Perera
8,Kings XI Punjab,Wriddhiman Saha
8,Kings XI Punjab,Sandeep Sharma
8,Kings XI Punjab,Virender Sehwag
8,Kings XI Punjab,Shivam Sharma
8,Kings XI Punjab,Shardul Thakur
8,Kings XI Punjab,Murali Vijay
8,Kings XI Punjab,Manan Vohra
8,Kolkata Knight Riders,Gautam Gambhir
8,Kolkata Knight Riders,Azhar Mahmood
8,Kolkata Knight Riders,Johan Botha
8,Kolkata Knight Riders,KC Cariappa
8,Kolkata Knight Riders,Piyush Chawla
8,Kolkata Knight Riders,Pat Cummins
8,Kolkata Knight Riders,Aditya Garhwal
8,Kolkata Knight Riders,Brad Hogg
8,Kolkata Knight Riders,Sheldon Jackson
8,Kolkata Knight Riders,Kuldeep Yadav
8,Kolkata Knight Riders,Morne Morkel
8,Kolkata Knight Riders,Sunil Narine
8,Kolkata Knight Riders,Sumit Narwal
8,Kolkata Knight Riders,Manish Pandey
8,Kolkata Knight Riders,Yusuf Pathan
8,Kolkata Knight Riders,Veer Pratap Singh
8,Kolkata Knight Riders,Vaibhav Rawal
8,Kolkata Knight Riders,Andre Russell
8,Kolkata Knight Riders,Shakib Al Hasan
8,Kolkata Knight Riders,Ryan ten Doeschate
8,Kolkata Knight Riders,Robin Uthappa
8,Kolkata Knight Riders,Suryakumar Yadav
8,Kolkata Knight Riders,Umesh Yadav
8,Kolkata Knight Riders,Chris Lynn
8,Kolkata Knight Riders,James Neesham
8,Mumbai Indians,Rohit Sharma
8,Mumbai Indians,Corey Anderson
8,Mumbai Indians,Aiden Blizzard
8,Mumbai Indians,Jasprit Bumrah
8,Mumbai Indians,Unmukt Chand
8,Mumbai Indians,Marchant de Lange
8,Mumbai Indians,Shreyas Gopal
8,Mumbai Indians,Alex Hales
8,Mumbai Indians,Harbhajan Singh
8,Mumbai Indians,Ben Hilfenhaus
8,Mumbai Indians,Siddhesh Lad
8,Mumbai Indians,Mitchell McClenaghan
8,Mumbai Indians,Lasith Malinga
8,Mumbai Indians,Abhimanyu Mithun
8,Mumbai Indians,Colin Munro
8,Mumbai Indians,Pragyan Ojha
8,Mumbai Indians,Hardik Pandya
8,Mumbai Indians,Parthiv Patel
8,Mumbai Indians,Kieron Pollard
8,Mumbai Indians,Nitish Rana
8,Mumbai Indians,Ambati Rayudu
8,Mumbai Indians,Lendl Simmons
8,Mumbai Indians,Jagadeesha Suchith
8,Mumbai Indians,Pawan Suyal
8,Mumbai Indians,Aditya Tare
8,Mumbai Indians,Vinay Kumar
8,Mumbai Indians,Akshay Wakhare
8,Mumbai Indians,Aaron Finch
8,Mumbai Indians,Josh Hazlewood
8,Rajasthan Royals,Shane Watson
8,Rajasthan Royals,Ankit Sharma
8,Rajasthan Royals,Rajat Bhatia
8,Rajasthan Royals,Stuart Binny
8,Rajasthan Royals,Ben Cutting
8,Rajasthan Royals,James Faulkner
8,Rajasthan Royals,Deepak Hooda
8,Rajasthan Royals,Dhawal Kulkarni
8,Rajasthan Royals,Vikramjeet Malik
8,Rajasthan Royals,Chris Morris
8,Rajasthan Royals,Karun Nair
8,Rajasthan Royals,Abhishek Nayar
8,Rajasthan Royals,Ajinkya Rahane
8,Rajasthan Royals,Pardeep Sahu
8,Rajasthan Royals,Dinesh Salunkhe
8,Rajasthan Royals,Sanju Samson
8,Rajasthan Royals,Steven Smith
8,Rajasthan Royals,Tim Southee
8,Rajasthan Royals,Barinder Sran
8,Rajasthan Royals,Pravin Tambe
8,Rajasthan Royals,Rahul Tewatia
8,Rajasthan Royals,Rusty Theron
8,Rajasthan Royals,Sagar Trivedi
8,Rajasthan Royals,Dishant Yagnik
8,Rajasthan Royals,Kane Richardson
8,Royal Challengers Bangalore,Virat Kohli
8,Royal Challengers Bangalore,Varun Aaron
8,Royal Challengers Bangalore,Sean Abbott
8,Royal Challengers Bangalore,Abu Nechim
8,Royal Challengers Bangalore,Sreenath Aravind
8,Royal Challengers Bangalore,S Badrinath
8,Royal Challengers Bangalore,Shishir  Bhavane
8,Royal Challengers Bangalore,Manvinder  Bisla
8,Royal Challengers Bangalore,Yuzvendra Chahal
8,Royal Challengers Bangalore,AB de Villiers
8,Royal Challengers Bangalore,Ashok Dinda
8,Royal Challengers Bangalore,Chris Gayle
8,Royal Challengers Bangalore,Iqbal Abdulla
8,Royal Challengers Bangalore,Dinesh Karthik
8,Royal Challengers Bangalore,Sarfaraz Khan
8,Royal Challengers Bangalore,Nic Maddinson
8,Royal Challengers Bangalore,Mandeep Singh
8,Royal Challengers Bangalore,Harshal Patel
8,Royal Challengers Bangalore,Rilee Rossouw
8,Royal Challengers Bangalore,Daren Sammy
8,Royal Challengers Bangalore,Sandeep Warrier
8,Royal Challengers Bangalore,Jalaj Saxena
8,Royal Challengers Bangalore,Mitchell Starc
8,Royal Challengers Bangalore,Yogesh Takawale
8,Royal Challengers Bangalore,David Wiese
8,Royal Challengers Bangalore,Vijay Zol
8,Royal Challengers Bangalore,Adam Milne
8,Sunrisers Hyderabad,David Warner
8,Sunrisers Hyderabad,Ashish Reddy
8,Sunrisers Hyderabad,Ricky Bhui
8,Sunrisers Hyderabad,Bipul Sharma
8,Sunrisers Hyderabad,Ravi Bopara
8,Sunrisers Hyderabad,Trent Boult
8,Sunrisers Hyderabad,Shikhar Dhawan
8,Sunrisers Hyderabad,Moises Henriques
8,Sunrisers Hyderabad,Siddarth Kaul
8,Sunrisers Hyderabad,Bhuvneshwar Kumar
8,Sunrisers Hyderabad,Praveen Kumar
8,Sunrisers Hyderabad,Chama Milind
8,Sunrisers Hyderabad,Eoin Morgan
8,Sunrisers Hyderabad,Naman Ojha
8,Sunrisers Hyderabad,Parvez Rasool
8,Sunrisers Hyderabad,Kevin Pietersen
8,Sunrisers Hyderabad,Padmanabhan Prasanth
8,Sunrisers Hyderabad,KL Rahul
8,Sunrisers Hyderabad,Ishant Sharma
8,Sunrisers Hyderabad,Karn Sharma
8,Sunrisers Hyderabad,Laxmi Shukla
8,Sunrisers Hyderabad,Dale Steyn
8,Sunrisers Hyderabad,Hanuma Vihari
8,Sunrisers Hyderabad,Kane Williamson
9,Delhi Daredevils,Zaheer Khan
9,Delhi Daredevils,Mayank Agarwal
9,Delhi Daredevils,Khaleel Ahmed
9,Delhi Daredevils,Sam Billings
9,Delhi Daredevils,Carlos Brathwaite
9,Delhi Daredevils,Nathan Coulter-Nile
9,Delhi Daredevils,Quinton de Kock
9,Delhi Daredevils,Jean-Paul Duminy
9,Delhi Daredevils,Akhil Herwadkar
9,Delhi Daredevils,Imran Tahir
9,Delhi Daredevils,Shreyas Iyer
9,Delhi Daredevils,Mahipal Lomror
9,Delhi Daredevils,Chama Milind
9,Delhi Daredevils,Amit Mishra
9,Delhi Daredevils,Mohammed Shami
9,Delhi Daredevils,Chris Morris
9,Delhi Daredevils,Shahbaz Nadeem
9,Delhi Daredevils,Karun Nair
9,Delhi Daredevils,Pawan Negi
9,Delhi Daredevils,Rishabh Pant
9,Delhi Daredevils,Pratyush Singh
9,Delhi Daredevils,Sanju Samson
9,Delhi Daredevils,Pawan Suyal
9,Delhi Daredevils,Jayant Yadav
9,Delhi Daredevils,Joel Paris
9,Gujarat Lions,Suresh Raina
9,Gujarat Lions,Sarabjit Ladda
9,Gujarat Lions,Akshdeep Nath
9,Gujarat Lions,Amit Mishra
9,Gujarat Lions,Dwayne Bravo
9,Gujarat Lions,Paras Dogra
9,Gujarat Lions,Eklavya Dwivedi
9,Gujarat Lions,James Faulkner
9,Gujarat Lions,Aaron Finch
9,Gujarat Lions,Ishan Kishan
9,Gujarat Lions,Ravindra Jadeja
9,Gujarat Lions,Shadab Jakati
9,Gujarat Lions,Dinesh Karthik
9,Gujarat Lions,Shivil Kaushik
9,Gujarat Lions,Dhawal Kulkarni
9,Gujarat Lions,Praveen Kumar
9,Gujarat Lions,Brendon McCullum
9,Gujarat Lions,Pradeep Sangwan
9,Gujarat Lions,Jaydev Shah
9,Gujarat Lions,Umang Sharma
9,Gujarat Lions,Dwayne Smith
9,Gujarat Lions,Dale Steyn
9,Gujarat Lions,Pravin Tambe
9,Gujarat Lions,Andrew Tye
9,Kings XI Punjab,Murali Vijay
9,Kings XI Punjab,Kyle Abbott
9,Kings XI Punjab,Hashim Amla
9,Kings XI Punjab,Anureet Singh
9,Kings XI Punjab,Armaan Jaffer
9,Kings XI Punjab,Farhaan Behardien
9,Kings XI Punjab,KC Cariappa
9,Kings XI Punjab,Rishi Dhawan
9,Kings XI Punjab,Gurkeerat Singh Mann
9,Kings XI Punjab,Mitchell Johnson
9,Kings XI Punjab,David Miller
9,Kings XI Punjab,Nikhil Naik
9,Kings XI Punjab,Axar Patel
9,Kings XI Punjab,Wriddhiman Saha
9,Kings XI Punjab,Pardeep Sahu
9,Kings XI Punjab,Sandeep Sharma
9,Kings XI Punjab,Mohit Sharma
9,Kings XI Punjab,Swapnil Singh
9,Kings XI Punjab,Shardul Thakur
9,Kings XI Punjab,Manan Vohra
9,Kings XI Punjab,Shaun Marsh
9,Kings XI Punjab,Glenn Maxwell
9,Kings XI Punjab,Marcus Stoinis
9,Kolkata Knight Riders,Gautam Gambhir
9,Kolkata Knight Riders,Piyush Chawla
9,Kolkata Knight Riders,Brad Hogg
9,Kolkata Knight Riders,Jason Holder
9,Kolkata Knight Riders,Sheldon Jackson
9,Kolkata Knight Riders,Kuldeep Yadav
9,Kolkata Knight Riders,Chris Lynn
9,Kolkata Knight Riders,Manan Sharma
9,Kolkata Knight Riders,Morne Morkel
9,Kolkata Knight Riders,Colin Munro
9,Kolkata Knight Riders,Sunil Narine
9,Kolkata Knight Riders,Manish Pandey
9,Kolkata Knight Riders,Yusuf Pathan
9,Kolkata Knight Riders,Ankit Rajpoot
9,Kolkata Knight Riders,Andre Russell
9,Kolkata Knight Riders,Rajagopal Sathish
9,Kolkata Knight Riders,Shakib Al Hasan
9,Kolkata Knight Riders,Shaun Tait
9,Kolkata Knight Riders,Jaydev Unadkat
9,Kolkata Knight Riders,Robin Uthappa
9,Kolkata Knight Riders,Suryakumar Yadav
9,Kolkata Knight Riders,Umesh Yadav
9,Kolkata Knight Riders,John Hastings
9,Mumbai Indians,Rohit Sharma
9,Mumbai Indians,Corey Anderson
