Name,Overs,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Team,Match_id,Season,Fantasy_Points
Andre Russell,2,0,16,0,8,4,2,0,2,0,2,1136601,11,0
Prasidh Krishna,4,0,41,1,10.25,8,4,2,1,0,2,1136601,11,25
Tom Curran,3,0,33,1,11,5,2,2,1,1,2,1136601,11,25
Sunil Narine,4,0,27,1,6.75,11,1,2,0,0,2,1136601,11,25
Piyush Chawla,4,0,48,3,12,10,6,3,0,0,2,1136601,11,73
Kuldeep Yadav,3,0,43,0,14.33,5,1,5,0,0,2,1136601,11,-6
Mitchell McClenaghan,3,0,24,1,8,11,4,1,0,0,1,1136601,11,25
Krunal Pandya,3.1,0,12,2,3.79,12,0,1,0,0,1,1136601,11,56
Jasprit Bumrah,3,0,17,1,5.67,10,1,1,0,0,1,1136601,11,25
Hardik Pandya,3,0,16,2,5.33,11,3,0,0,0,1,1136601,11,50
Mayank Markande,4,0,26,1,6.5,10,2,1,0,0,1,1136601,11,25
Ben Cutting,2,0,12,1,6,6,2,0,0,0,1,1136601,11,25
Bhuvneshwar Kumar,4,0,51,1,12.75,11,5,4,1,0,2,1136602,11,19
Sandeep Sharma,4,0,24,0,6,11,2,1,0,0,2,1136602,11,0
Shakib Al Hasan,4,0,27,2,6.75,8,2,1,0,0,2,1136602,11,50
Siddarth Kaul,4,0,48,0,12,5,6,2,0,0,2,1136602,11,-6
Rashid Khan,4,0,35,0,8.75,7,4,1,0,0,2,1136602,11,0
Trent Boult,3.5,0,43,0,11.22,5,6,1,0,0,1,1136602,11,0
Harshal Patel,4,0,32,1,8,9,5,0,0,0,1,1136602,11,25
Shahbaz Nadeem,2,0,22,0,11,2,0,2,0,0,1,1136602,11,0
Liam Plunkett,4,0,41,0,10.25,3,4,1,0,0,1,1136602,11,0
Amit Mishra,3,0,29,0,9.67,3,3,1,0,0,1,1136602,11,0
Vijay Shankar,1,0,14,0,14,1,1,1,1,0,1,1136602,11,0
Glenn Maxwell,1,0,9,0,9,1,1,0,0,0,1,1136602,11,0
Krishnappa Gowtham,3,0,28,0,9.33,2,4,0,0,0,2,1136603,11,0
Ankit Sharma,1,0,11,0,11,1,2,0,0,0,2,1136603,11,0
Jofra Archer,4,0,42,2,10.5,5,4,0,5,1,2,1136603,11,50
Ben Stokes,4,0,31,0,7.75,7,4,0,1,0,2,1136603,11,0
Jaydev Unadkat,4,0,34,0,8.5,8,0,2,4,0,2,1136603,11,0
Ish Sodhi,4,0,29,1,7.25,8,0,2,0,0,2,1136603,11,25
David Willey,4,0,47,1,11.75,5,5,2,1,0,1,1136603,11,25
Harbhajan Singh,2,0,29,1,14.5,5,4,2,0,0,1,1136603,11,19
Ravindra Jadeja,4,0,28,1,7,8,3,0,0,0,1,1136603,11,25
Shardul Thakur,4,0,22,1,5.5,14,3,0,1,0,1,1136603,11,25
Karn Sharma,1,0,10,0,10,2,1,0,0,0,1,1136603,11,0
Dwayne Bravo,3.5,0,31,1,8.09,10,1,2,0,0,1,1136603,11,25
Shane Watson,1,0,9,0,9,0,1,0,0,0,1,1136603,11,0
Mohit Sharma,4,0,40,1,10,8,4,2,1,0,2,1136604,11,25
Mujeeb Ur Rahman,2.2,0,28,0,12,4,2,2,0,0,2,1136604,11,-6
Ravichandran Ashwin,2.4,0,36,0,13.5,3,4,2,1,0,2,1136604,11,-6
Barinder Sran,3,0,48,1,16,5,5,4,0,0,2,1136604,11,19
Andrew Tye,4,0,41,4,10.25,7,4,2,2,0,2,1136604,11,108
Axar Patel,4,0,52,0,13,4,5,3,1,0,2,1136604,11,-6
Sunil Narine,4,0,44,1,11,6,2,4,0,0,1,1136604,11,25
Prasidh Krishna,4,0,31,2,7.75,10,3,1,2,0,1,1136604,11,50
Javon Searles,4,0,52,1,13,4,3,4,3,0,1,1136604,11,19
Andre Russell,4,0,41,3,10.25,10,2,4,0,0,1,1136604,11,79
Kuldeep Yadav,2,0,29,1,14.5,2,1,3,1,0,1,1136604,11,19
Piyush Chawla,2,0,16,0,8,1,1,0,0,0,1,1136604,11,0
Yuzvendra Chahal,4,0,28,2,7,9,2,1,0,0,2,1136605,11,50
Umesh Yadav,3,0,28,0,9.33,8,4,1,1,0,2,1136605,11,0
Tim Southee,4,0,41,0,10.25,7,2,2,2,1,2,1136605,11,0
Moeen Ali,4,0,25,1,6.25,9,1,1,2,0,2,1136605,11,25
Mohammed Siraj,4,0,46,1,11.5,7,3,4,0,0,2,1136605,11,25
Colin de Grandhomme,1,0,12,0,12,0,2,0,0,0,2,1136605,11,0
Sandeep Lamichhane,4,0,25,1,6.25,10,2,1,0,0,1,1136605,11,25
Trent Boult,4,0,40,2,10,5,2,3,0,0,1,1136605,11,50
Junior Dala,3,0,34,0,11.33,7,3,2,1,0,1,1136605,11,0
Harshal Patel,4,0,51,1,12.75,8,6,2,3,0,1,1136605,11,19
Amit Mishra,4,0,33,1,8.25,7,1,2,1,0,1,1136605,11,25
Deepak Chahar,4,0,16,1,4,14,1,0,3,0,2,1136606,11,31
Shardul Thakur,4,0,32,2,8,10,3,1,3,0,2,1136606,11,50
David Willey,2,0,24,0,12,3,5,0,0,0,2,1136606,11,-6
Harbhajan Singh,2,0,26,0,13,0,1,2,1,0,2,1136606,11,-6
Shane Watson,2,0,15,0,7.5,6,1,1,1,0,2,1136606,11,0
Dwayne Bravo,4,0,39,1,9.75,6,5,0,2,0,2,1136606,11,25
Ravindra Jadeja,2,0,24,0,12,2,1,2,0,0,2,1136606,11,-6
Sandeep Sharma,4,0,36,1,9,8,2,2,1,0,1,1136606,11,25
Bhuvneshwar Kumar,4,0,38,0,9.5,8,2,3,0,0,1,1136606,11,0
Rashid Khan,4,0,25,0,6.25,10,2,1,0,0,1,1136606,11,0
Shakib Al Hasan,4,0,41,0,10.25,5,4,2,0,0,1,1136606,11,0
Siddarth Kaul,3,0,40,0,13.33,3,3,3,0,0,1,1136606,11,-6
Krishnappa Gowtham,2,0,23,0,11.5,5,3,1,2,0,2,1136607,11,0
Dhawal Kulkarni,4,0,43,1,10.75,8,7,1,0,0,2,1136607,11,25
Jofra Archer,4,0,16,2,4,14,0,0,3,0,2,1136607,11,56
Ben Stokes,4,0,26,2,6.5,11,2,1,1,0,2,1136607,11,50
Shreyas Gopal,2,0,21,0,10.5,2,0,2,0,0,2,1136607,11,0
Jaydev Unadkat,4,0,37,1,9.25,8,3,2,1,0,2,1136607,11,25
Jasprit Bumrah,3,0,34,1,11.33,6,4,1,1,0,1,1136607,11,25
Mitchell McClenaghan,4,0,28,0,7,12,4,0,3,0,1,1136607,11,0
Krunal Pandya,4,0,24,0,6,8,1,1,0,0,1,1136607,11,0
Hardik Pandya,4,0,52,2,13,7,4,4,0,0,1,1136607,11,44
Mayank Markande,3,0,32,0,10.67,2,3,1,0,0,1,1136607,11,0
Umesh Yadav,4,0,23,3,5.75,15,1,2,0,0,2,1136608,11,79
Tim Southee,2,0,19,0,9.5,7,3,1,0,0,2,1136608,11,0
Mohammed Siraj,3,0,17,1,5.67,10,1,1,1,0,2,1136608,11,25
Yuzvendra Chahal,2,0,6,1,3,6,0,0,0,0,2,1136608,11,31
Colin de Grandhomme,2,0,8,1,4,6,0,0,2,0,2,1136608,11,31
Moeen Ali,2.1,0,13,1,6,5,0,1,0,0,2,1136608,11,25
Ravichandran Ashwin,1,0,9,0,9,0,1,0,0,0,1,1136608,11,0
Andrew Tye,4,0,33,0,8.25,9,4,1,0,0,1,1136608,11,0
Ankit Rajpoot,1.1,0,21,0,18,2,3,1,1,1,1,1136608,11,0
Mohit Sharma,1,0,15,0,15,0,3,0,0,0,1,1136608,11,0
Marcus Stoinis,1,0,12,0,12,1,2,0,0,0,1,1136608,11,0
Shivam Mavi,4,0,44,1,11,10,5,3,0,0,2,1136609,11,25
Prasidh Krishna,4,0,35,2,8.75,10,5,1,0,0,2,1136609,11,50
Sunil Narine,4,0,29,1,7.25,12,5,0,1,0,2,1136609,11,25
Andre Russell,3,0,13,2,4.33,8,0,0,0,0,2,1136609,11,56
Kuldeep Yadav,4,0,20,4,5,8,1,0,0,0,2,1136609,11,108
Krishnappa Gowtham,2,0,32,0,16,1,2,3,0,0,1,1136609,11,-6
Ben Stokes,4,1,15,3,3.75,14,1,0,1,0,1,1136609,11,97
Jofra Archer,4,0,43,0,10.75,10,6,2,0,0,1,1136609,11,0
Ish Sodhi,4,0,21,1,5.25,11,2,0,0,0,1,1136609,11,25
Jaydev Unadkat,3,0,23,0,7.67,7,4,0,0,0,1,1136609,11,0
Anureet Singh,1,0,10,0,10,0,1,0,0,0,1,1136609,11,0
Ankit Rajpoot,4,0,46,1,11.5,10,5,3,2,0,2,1136610,11,25
Mohit Sharma,3,0,34,0,11.33,8,2,3,1,1,2,1136610,11,0
Andrew Tye,4,0,16,4,4,15,1,0,1,0,2,1136610,11,114
Axar Patel,3,0,24,0,8,2,0,1,1,0,2,1136610,11,0
Ravichandran Ashwin,3,0,18,2,6,5,0,1,0,0,2,1136610,11,50
Marcus Stoinis,3,0,43,1,14.33,3,4,3,0,0,2,1136610,11,19
Mitchell McClenaghan,4,0,37,2,9.25,10,4,2,1,0,1,1136610,11,50
Jasprit Bumrah,4,0,15,3,3.75,11,0,0,1,0,1,1136610,11,85
Hardik Pandya,4,0,42,0,10.5,6,3,2,2,0,1,1136610,11,0
Krunal Pandya,4,0,36,0,9,4,5,0,0,0,1,1136610,11,0
Mayank Markande,3,0,34,0,11.33,0,1,2,1,0,1,1136610,11,0
Ben Cutting,1,0,15,0,15,0,3,0,0,0,1,1136610,11,0
Sandeep Sharma,4,0,40,1,10,8,4,2,1,0,2,1136611,11,25
Shakib Al Hasan,4,0,35,0,8.75,5,3,1,0,0,2,1136611,11,0
Rashid Khan,4,0,27,3,6.75,12,3,1,0,0,2,1136611,11,79
Siddarth Kaul,4,0,44,2,11,8,5,2,0,0,2,1136611,11,50
Basil Thampi,4,0,70,0,17.5,2,5,6,1,0,2,1136611,11,-6
Umesh Yadav,4,0,31,0,7.75,10,2,2,0,0,1,1136611,11,0
Tim Southee,4,0,45,0,11.25,6,5,2,1,0,1,1136611,11,0
Yuzvendra Chahal,4,0,28,1,7,9,3,0,1,0,1,1136611,11,25
Mohammed Siraj,4,0,43,1,10.75,9,2,4,1,0,1,1136611,11,25
Moeen Ali,2,0,21,1,10.5,2,2,1,0,0,1,1136611,11,25
Colin de Grandhomme,2,0,34,0,17,0,2,3,0,0,1,1136611,11,-6
Deepak Chahar,3,0,23,1,7.67,11,3,1,2,0,2,1136612,11,25
Lungi Ngidi,3,0,14,2,4.67,10,1,0,2,0,2,1136612,11,56
Ravindra Jadeja,4,0,19,1,4.75,10,1,0,0,0,2,1136612,11,31
Shardul Thakur,4,0,27,1,6.75,10,2,1,0,0,2,1136612,11,25
Harbhajan Singh,2,0,24,0,12,4,2,2,0,0,2,1136612,11,-6
Dwayne Bravo,4,0,52,0,13,4,1,5,2,0,2,1136612,11,-6
Trent Boult,4,0,20,2,5,12,0,1,0,0,1,1136612,11,50
Sandeep Lamichhane,4,0,21,1,5.25,10,0,1,0,0,1,1136612,11,25
Avesh Khan,2,0,28,0,14,5,2,3,0,0,1,1136612,11,-6
Harshal Patel,4,0,23,1,5.75,10,1,1,0,0,1,1136612,11,25
Amit Mishra,4,0,20,2,5,12,1,1,0,0,1,1136612,11,50
Glenn Maxwell,2,0,14,0,7,4,2,0,0,0,1,1136612,11,0
Yuzvendra Chahal,4,0,26,0,6.5,10,3,0,0,0,2,1136613,11,0
Umesh Yadav,4,1,25,3,6.25,12,4,0,0,0,2,1136613,11,91
Moeen Ali,2,0,19,0,9.5,5,0,2,0,0,2,1136613,11,0
Tim Southee,4,0,37,0,9.25,4,1,2,1,0,2,1136613,11,0
Mohammed Siraj,4,0,33,1,8.25,7,3,1,0,0,2,1136613,11,25
Colin de Grandhomme,2,0,23,0,11.5,0,0,1,3,0,2,1136613,11,0
Krishnappa Gowtham,2,0,6,1,3,6,0,0,0,0,1,1136613,11,31
Jofra Archer,4,0,37,0,9.25,11,4,2,1,0,1,1136613,11,0
Ben Laughlin,2,0,15,2,7.5,6,3,0,0,0,1,1136613,11,50
Jaydev Unadkat,3.2,0,27,2,8.1,8,5,0,0,0,1,1136613,11,50
Shreyas Gopal,4,0,16,4,4,10,0,0,0,0,1,1136613,11,114
Ish Sodhi,4,0,31,1,7.75,6,3,0,0,0,1,1136613,11,25
Nitish Rana,1,0,5,0,5,4,1,0,0,0,2,1136614,11,0
Prasidh Krishna,4,0,30,4,7.5,10,3,1,2,0,2,1136614,11,108
Andre Russell,3,0,31,1,10.33,10,5,1,1,1,2,1136614,11,25
Sunil Narine,4,0,23,1,5.75,10,0,1,2,0,2,1136614,11,25
Piyush Chawla,2,0,19,0,9.5,2,2,0,0,0,2,1136614,11,0
Kuldeep Yadav,4,0,35,1,8.75,4,3,1,0,0,2,1136614,11,25
Javon Searles,2,0,24,1,12,2,0,2,0,0,2,1136614,11,19
Bhuvneshwar Kumar,4,0,33,0,8.25,9,3,1,1,0,1,1136614,11,0
Sandeep Sharma,2,0,30,0,15,4,3,2,2,0,1,1136614,11,-6
Siddarth Kaul,4,0,26,2,6.5,13,3,1,1,0,1,1136614,11,50
Shakib Al Hasan,3,0,30,1,10,4,2,2,0,0,1,1136614,11,25
Rashid Khan,4,0,31,0,7.75,4,1,1,0,0,1,1136614,11,0
Carlos Brathwaite,2.4,0,21,2,7.88,7,2,1,1,0,1,1136614,11,50
Krunal Pandya,2,0,11,1,5.5,5,1,0,0,0,2,1136615,11,25
Jasprit Bumrah,4,0,29,1,7.25,8,3,0,3,0,2,1136615,11,25
Hardik Pandya,4,0,36,0,9,8,3,2,1,0,2,1136615,11,0
Mustafizur Rahman,4,0,34,0,8.5,9,2,2,0,0,2,1136615,11,0
Mayank Markande,2,0,21,1,10.5,2,2,1,0,0,2,1136615,11,25
Ben Cutting,4,0,36,0,9,5,2,2,1,0,2,1136615,11,0
Sandeep Lamichhane,4,0,36,3,9,10,3,2,1,0,1,1136615,11,79
Trent Boult,4,0,33,1,8.25,9,2,1,1,0,1,1136615,11,25
Glenn Maxwell,2,0,19,0,9.5,6,1,2,0,0,1,1136615,11,0
Harshal Patel,2.3,0,28,3,11.2,6,2,2,1,0,1,1136615,11,79
Liam Plunkett,3,0,27,0,9,5,2,1,2,0,1,1136615,11,0
Amit Mishra,4,0,19,3,4.75,13,0,1,0,0,1,1136615,11,85
Deepak Chahar,4,0,30,1,7.5,12,3,1,2,1,2,1136616,11,25
Lungi Ngidi,4,1,10,4,2.5,16,0,0,1,0,2,1136616,11,126
Harbhajan Singh,1,0,13,0,13,1,1,1,0,0,2,1136616,11,0
Shardul Thakur,3.4,0,33,2,9,9,3,1,2,0,2,1136616,11,50
Dwayne Bravo,4,0,39,2,9.75,7,2,3,0,0,2,1136616,11,50
Ravindra Jadeja,3,0,23,1,7.67,5,0,2,0,0,2,1136616,11,25
Ankit Rajpoot,4,1,19,2,4.75,18,2,1,0,1,1,1136616,11,68
Mohit Sharma,3.1,0,28,1,8.84,7,3,1,1,0,1,1136616,11,25
Andrew Tye,4,0,47,0,11.75,6,4,2,5,0,1,1136616,11,0
Axar Patel,4,0,28,0,7,7,1,1,0,0,1,1136616,11,0
Ravichandran Ashwin,4,0,36,2,9,5,1,2,1,0,1,1136616,11,50
Deepak Chahar,4,0,31,1,7.75,12,5,0,2,0,2,1136617,11,25
Lungi Ngidi,4,0,20,1,5,10,2,0,0,0,2,1136617,11,25
Shardul Thakur,4,0,50,1,12.5,9,3,4,3,0,2,1136617,11,19
Dwayne Bravo,4,0,25,2,6.25,9,1,0,4,0,2,1136617,11,50
Ravindra Jadeja,4,0,13,1,3.25,14,1,0,0,0,2,1136617,11,31
Bhuvneshwar Kumar,3.1,0,14,1,4.42,12,0,1,1,0,1,1136617,11,31
Sandeep Sharma,3,0,30,2,10,6,4,1,0,0,1,1136617,11,50
Siddarth Kaul,4,0,32,2,8,10,5,0,1,0,1,1136617,11,50
Carlos Brathwaite,3,0,31,0,10.33,7,3,2,1,0,1,1136617,11,0
Rashid Khan,4,0,11,2,2.75,14,0,0,0,0,1,1136617,11,56
Shakib Al Hasan,2,0,20,0,10,1,1,1,0,0,1,1136617,11,0
Krishnappa Gowtham,3,0,15,2,5,10,2,0,0,0,2,1136618,11,50
Jofra Archer,4,0,33,2,8.25,12,2,2,3,1,2,1136618,11,50
Jaydev Unadkat,2,0,33,0,16.5,1,4,2,0,0,2,1136618,11,-6
Ish Sodhi,4,0,15,0,3.75,11,0,0,0,0,2,1136618,11,6
Shreyas Gopal,4,0,34,1,8.5,8,2,2,0,0,2,1136618,11,25
Ben Laughlin,3,0,35,2,11.67,5,3,2,2,0,2,1136618,11,50
Andre Russell,3,0,22,0,7.33,5,0,1,0,0,1,1136618,11,0
Prasidh Krishna,4,0,28,1,7,10,4,0,0,0,1,1136618,11,25
Piyush Chawla,4,0,24,2,6,7,2,0,0,0,1,1136618,11,50
Sunil Narine,4,0,39,0,9.75,9,2,3,1,0,1,1136618,11,0
Kuldeep Yadav,4,0,18,1,4.5,13,2,0,0,0,1,1136618,11,31
Javon Searles,1,0,13,0,13,1,1,1,0,0,1,1136618,11,0
Shivam Mavi,4,0,33,1,8.25,9,2,2,1,0,2,1136619,11,25
Prasidh Krishna,4,0,56,0,14,5,4,4,3,0,2,1136619,11,-6
Andre Russell,1,0,9,0,9,3,2,0,0,0,2,1136619,11,0
Sunil Narine,4,0,24,1,6,7,2,0,0,0,2,1136619,11,25
Piyush Chawla,3,0,22,1,7.33,8,4,0,0,0,2,1136619,11,25
Kuldeep Yadav,4,0,29,2,7.25,7,2,1,0,0,2,1136619,11,50
Bhuvneshwar Kumar,4,0,38,0,9.5,9,6,1,0,0,1,1136619,11,0
Khaleel Ahmed,3,0,38,0,12.67,7,2,4,1,0,1,1136619,11,-6
Siddarth Kaul,4,0,32,2,8,7,1,2,0,0,1,1136619,11,50
Rashid Khan,4,0,19,3,4.75,12,2,0,0,0,1,1136619,11,85
Carlos Brathwaite,2,0,15,2,7.5,6,3,0,0,0,1,1136619,11,50
Shakib Al Hasan,3,0,16,1,5.33,6,1,0,0,0,1,1136619,11,25
Deepak Chahar,4,0,25,0,6.25,10,1,1,1,1,2,1136620,11,0
Lungi Ngidi,4,1,26,1,6.5,11,1,2,0,0,2,1136620,11,37
Shardul Thakur,3,0,31,1,10.33,4,1,2,2,0,2,1136620,11,25
Karn Sharma,3,0,25,1,8.33,7,2,1,1,0,2,1136620,11,25
Dwayne Bravo,4,0,46,1,11.5,5,5,2,2,0,2,1136620,11,25
Ravindra Jadeja,2,0,24,1,12,2,3,1,0,0,2,1136620,11,19
Bhuvneshwar Kumar,4,1,17,0,4.25,16,0,1,0,0,1,1136620,11,18
Sandeep Sharma,4,0,52,1,13,9,5,4,2,0,1,1136620,11,19
Siddarth Kaul,3,0,43,0,14.33,2,5,2,0,0,1,1136620,11,-6
Rashid Khan,4,1,24,0,6,9,3,0,0,0,1,1136620,11,12
Shakib Al Hasan,1,0,15,0,15,1,0,2,0,0,1,1136620,11,0
Carlos Brathwaite,2.3,0,27,1,10.8,3,3,1,1,0,1,1136620,11,25
Deepak Chahar,4,0,17,0,4.25,12,1,0,0,1,2,1175356,12,6
Harbhajan Singh,4,0,20,3,5,13,0,1,0,0,2,1175356,12,79
Suresh Raina,1,0,6,0,6,1,0,0,0,0,2,1175356,12,0
Imran Tahir,4,1,9,3,2.25,18,1,0,0,0,2,1175356,12,97
Ravindra Jadeja,4,1,15,2,3.75,15,1,0,0,0,2,1175356,12,68
Dwayne Bravo,0.1,0,0,1,0,1,0,0,0,0,2,1175356,12,25
Yuzvendra Chahal,4,1,6,1,1.5,18,0,0,0,0,1,1175356,12,43
Navdeep Saini,4,0,24,0,6,16,2,1,1,1,1,1175356,12,0
Moeen Ali,4,0,19,1,4.75,15,3,0,0,0,1,1175356,12,31
Umesh Yadav,3,0,13,0,4.33,9,1,0,1,0,1,1175356,12,6
Mohammed Siraj,2,1,5,1,2.5,8,0,0,0,0,1,1175356,12,43
Shivam Dube,0.4,0,3,0,4.5,2,0,0,1,0,1,1175356,12,0
Prasidh Krishna,4,0,31,0,7.75,10,2,1,2,1,2,1175357,12,0
Piyush Chawla,3,0,23,1,7.67,10,3,1,0,0,2,1175357,12,25
Lockie Ferguson,4,0,34,0,8.5,5,3,0,0,0,2,1175357,12,0
Sunil Narine,3,0,29,0,9.67,5,3,1,0,0,2,1175357,12,0
Kuldeep Yadav,2,0,18,0,9,2,1,1,0,0,2,1175357,12,0
Andre Russell,3,0,32,2,10.67,3,2,2,0,0,2,1175357,12,50
Nitish Rana,1,0,9,0,9,0,1,0,0,0,2,1175357,12,0
Bhuvneshwar Kumar,4,0,37,0,9.25,10,4,2,0,0,1,1175357,12,0
Shakib Al Hasan,3.4,0,42,1,11.45,10,1,5,1,0,1,1175357,12,25
Sandeep Sharma,4,0,42,1,10.5,7,4,2,2,0,1,1175357,12,25
Siddarth Kaul,4,0,35,1,8.75,6,2,2,0,0,1,1175357,12,25
Rashid Khan,4,0,26,1,6.5,10,4,0,0,0,1,1175357,12,25
Rasikh Salam,4,0,42,0,10.5,8,3,2,1,2,2,1175358,12,0
Mitchell McClenaghan,4,0,40,3,10,10,5,2,0,0,2,1175358,12,79
Jasprit Bumrah,4,0,40,1,10,8,3,3,0,0,2,1175358,12,25
Hardik Pandya,4,0,41,1,10.25,8,3,3,1,0,2,1175358,12,25
Krunal Pandya,2,0,21,0,10.5,3,4,0,0,0,2,1175358,12,0
Ben Cutting,2,0,27,1,13.5,2,4,1,0,0,2,1175358,12,19
Trent Boult,4,0,42,1,10.5,7,6,1,1,0,1,1175358,12,25
Ishant Sharma,4,0,34,2,8.5,13,6,1,0,0,1,1175358,12,50
Kagiso Rabada,4,0,23,2,5.75,10,1,0,3,0,1,1175358,12,50
Rahul Tewatia,1.2,0,12,1,9,4,1,1,0,0,1,1175358,12,25
Keemo Paul,3,0,21,1,7,8,3,0,2,0,1,1175358,12,25
Axar Patel,3,0,42,1,14,2,3,3,0,0,1,1175358,12,19
Dhawal Kulkarni,4,0,30,1,7.5,10,4,0,3,0,2,1175359,12,25
Krishnappa Gowtham,4,0,32,1,8,10,2,2,1,0,2,1175359,12,25
Jofra Archer,4,0,17,0,4.25,13,0,1,0,0,2,1175359,12,6
Ben Stokes,4,0,48,2,12,8,5,2,3,0,2,1175359,12,44
Jaydev Unadkat,3,0,44,0,14.67,4,6,2,1,0,2,1175359,12,-6
Shreyas Gopal,1,0,5,0,5,2,0,0,0,0,2,1175359,12,0
Sam Curran,4,0,52,2,13,7,7,2,1,0,1,1175359,12,44
Mujeeb Ur Rahman,4,0,31,2,7.75,11,2,2,1,0,1,1175359,12,50
Mohammed Shami,4,0,33,0,8.25,8,3,1,0,0,1,1175359,12,0
Ravichandran Ashwin,4,0,20,1,5,6,0,0,0,0,1,1175359,12,25
Ankit Rajpoot,4,0,33,2,8.25,9,4,0,0,2,1,1175359,12,50
Deepak Chahar,4,0,20,1,5,12,2,0,1,0,2,1175360,12,25
Shardul Thakur,2,0,19,0,9.5,5,4,0,0,0,2,1175360,12,0
Harbhajan Singh,4,0,30,0,7.5,10,3,1,2,0,2,1175360,12,0
Ravindra Jadeja,4,0,23,1,5.75,8,1,0,0,0,2,1175360,12,25
Imran Tahir,2,0,20,1,10,3,2,1,0,0,2,1175360,12,25
Dwayne Bravo,4,0,33,3,8.25,8,4,0,2,0,2,1175360,12,79
Ishant Sharma,3,0,28,1,9.33,5,5,0,0,0,1,1175360,12,25
Axar Patel,4,0,16,0,4,15,2,0,0,0,1,1175360,12,6
Kagiso Rabada,3.4,0,26,1,7.09,10,3,1,0,0,1,1175360,12,25
Amit Mishra,4,0,35,2,8.75,9,1,3,1,0,1,1175360,12,50
Rahul Tewatia,2,0,20,0,10,3,2,1,0,0,1,1175360,12,0
Keemo Paul,3,0,20,0,6.67,6,1,0,1,1,1,1175360,12,0
Mohammed Shami,4,0,44,1,11,9,4,3,0,1,2,1175361,12,25
Varun Chakravarthy,3,0,35,1,11.67,8,3,3,0,0,2,1175361,12,25
Hardus Viljoen,4,0,36,1,9,11,3,2,2,0,2,1175361,12,25
Andrew Tye,4,0,37,1,9.25,7,3,2,0,0,2,1175361,12,25
Ravichandran Ashwin,4,0,47,0,11.75,5,0,5,1,0,2,1175361,12,0
Mandeep Singh,1,0,18,0,18,1,1,2,0,0,2,1175361,12,0
Prasidh Krishna,4,0,42,0,10.5,10,6,1,1,0,1,1175361,12,0
Lockie Ferguson,4,0,42,1,10.5,10,3,3,2,0,1,1175361,12,25
Andre Russell,3,0,21,2,7,7,2,0,0,0,1,1175361,12,50
Kuldeep Yadav,4,0,32,0,8,6,2,1,2,0,1,1175361,12,0
Sunil Narine,2,0,26,0,13,3,4,1,0,0,1,1175361,12,-6
Piyush Chawla,3,0,26,1,8.67,6,2,1,0,0,1,1175361,12,25
Umesh Yadav,4,0,26,2,6.5,11,4,0,1,0,2,1175362,12,50
Navdeep Saini,4,0,40,0,10,12,5,2,0,1,2,1175362,12,0
Mohammed Siraj,4,0,38,2,9.5,11,3,3,1,0,2,1175362,12,50
Yuzvendra Chahal,4,0,38,4,9.5,7,1,3,1,0,2,1175362,12,108
Colin de Grandhomme,3,0,27,0,9,2,3,0,1,0,2,1175362,12,0
Moeen Ali,1,0,13,0,13,1,1,1,0,0,2,1175362,12,0
Mitchell McClenaghan,2,0,24,0,12,2,3,1,0,0,1,1175362,12,-6
Lasith Malinga,4,0,47,0,11.75,5,1,4,2,0,1,1175362,12,0
Jasprit Bumrah,4,0,20,3,5,14,3,0,1,0,1,1175362,12,79
Hardik Pandya,3,0,37,0,12.33,6,5,2,0,0,1,1175362,12,-6
Krunal Pandya,4,0,28,0,7,5,1,1,0,0,1,1175362,12,0
Mayank Markande,3,0,23,1,7.67,6,2,1,0,0,1,1175362,12,25
Bhuvneshwar Kumar,4,0,55,0,13.75,7,9,1,2,0,2,1175363,12,-6
Sandeep Sharma,4,0,38,0,9.5,4,2,1,0,0,2,1175363,12,0
Rashid Khan,4,0,24,1,6,10,3,0,0,0,2,1175363,12,25
Siddarth Kaul,4,0,32,0,8,7,2,1,1,1,2,1175363,12,0
Shahbaz Nadeem,3,0,36,1,12,2,1,3,0,0,2,1175363,12,19
Vijay Shankar,1,0,13,0,13,1,1,1,0,0,2,1175363,12,0
Dhawal Kulkarni,3,0,40,0,13.33,3,2,3,1,0,1,1175363,12,-6
Krishnappa Gowtham,2,0,25,0,12.5,1,3,1,0,0,1,1175363,12,-6
Jofra Archer,4,0,42,0,10.5,9,4,2,2,0,1,1175363,12,0
Ben Stokes,3,0,40,1,13.33,3,8,0,0,0,1,1175363,12,19
Shreyas Gopal,4,0,27,3,6.75,8,1,1,0,0,1,1175363,12,79
Jaydev Unadkat,3,0,26,1,8.67,5,1,1,2,0,1,1175363,12,25
Ravichandran Ashwin,4,0,26,0,6.5,8,3,0,1,0,2,1175364,12,0
Mohammed Shami,4,0,42,2,10.5,7,2,3,1,0,2,1175364,12,50
Hardus Viljoen,4,0,40,2,10,7,6,0,0,0,2,1175364,12,50
Andrew Tye,4,0,40,1,10,4,5,0,2,0,2,1175364,12,25
Murugan Ashwin,4,0,25,2,6.25,11,4,0,0,0,2,1175364,12,50
Mitchell McClenaghan,4,0,35,0,8.75,8,2,2,1,0,1,1175364,12,0
Lasith Malinga,3,0,24,0,8,6,3,0,1,0,1,1175364,12,0
Jasprit Bumrah,3.4,0,23,0,6.27,12,4,0,0,0,1,1175364,12,0
Hardik Pandya,3,0,39,0,13,4,2,3,3,0,1,1175364,12,-6
Krunal Pandya,4,0,43,2,10.75,3,2,2,1,0,1,1175364,12,50
