Name,Overs,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Team,Match_id,Season,Fantasy_Points
Suresh Raina,1,0,10,0,10,0,0,0,1,0,1,501211,4,0
Praveen Kumar,4,0,29,0,7.25,9,4,0,0,0,2,501212,4,0
Ryan Harris,4,0,31,1,7.75,7,4,0,0,0,2,501212,4,25
Ryan McLaren,3,0,33,2,11,6,4,1,0,1,2,501212,4,50
Vikramjeet Malik,2,0,13,0,6.5,4,0,1,0,0,2,501212,4,0
Abhishek Nayar,1,0,10,0,10,0,1,0,0,0,2,501212,4,0
Piyush Chawla,2,0,17,1,8.5,2,2,0,0,0,2,501212,4,25
Paul Valthaty,4,0,29,4,7.25,9,2,1,1,0,2,501212,4,108
Dale Steyn,3,0,24,0,8,7,3,0,1,1,1,501212,4,0
Ishant Sharma,4,0,23,0,5.75,14,1,1,1,1,1,501212,4,0
Manpreet Gony,2,0,35,0,17.5,3,5,2,1,0,1,501212,4,-6
Amit Mishra,4,0,28,2,7,13,2,2,0,0,1,501212,4,50
Daniel Christian,2.4,0,28,0,10.5,6,4,1,0,0,1,501212,4,0
Jean-Paul Duminy,2,0,21,0,10.5,3,0,2,2,0,1,501212,4,0
Venugopal Rao,1,0,14,0,14,3,0,2,0,0,2,501213,4,0
Ashok Dinda,4,0,42,2,10.5,11,4,3,1,0,2,501213,4,50
Irfan Pathan,3,0,28,0,9.33,8,1,2,1,0,2,501213,4,0
Umesh Yadav,4,0,36,0,9,8,5,0,1,1,2,501213,4,0
James Hopes,4,0,26,1,6.5,9,1,1,1,0,2,501213,4,25
Shahbaz Nadeem,4,0,39,2,9.75,9,2,3,1,0,2,501213,4,50
Alfonso Thomas,2,0,22,0,11,6,2,2,0,0,1,501213,4,0
Shrikant Wagh,3,0,38,0,12.67,4,3,2,2,0,1,501213,4,-6
Wayne Parnell,2,0,26,0,13,5,4,0,2,0,1,501213,4,-6
Rahul Sharma,4,0,29,1,7.25,6,1,1,0,0,1,501213,4,25
Jesse Ryder,3.2,0,34,1,10.2,6,4,1,0,0,1,501213,4,25
Abhishek Jhunjhunwala,1,0,11,0,11,1,0,1,1,0,1,501213,4,0
Yuvraj Singh,4,0,29,4,7.25,12,2,2,0,0,1,501213,4,108
Brett Lee,2.2,0,12,1,5.14,6,1,0,0,1,2,501214,4,25
Shakib Al Hasan,4,0,21,2,5.25,10,2,0,0,0,2,501214,4,50
Lakshmipathy Balaji,3,0,15,3,5,10,2,0,0,0,2,501214,4,79
Iqbal Abdulla,3,0,18,1,6,10,1,1,1,0,2,501214,4,25
Rajat Bhatia,1,0,4,0,4,2,0,0,0,0,2,501214,4,0
Yusuf Pathan,2,0,10,1,5,4,0,0,2,0,2,501214,4,25
Shaun Tait,3.5,0,29,1,7.57,15,3,1,3,2,1,501214,4,25
Shane Watson,4,0,20,0,5,14,2,0,1,0,1,501214,4,0
Shane Warne,4,0,17,1,4.25,9,0,0,0,0,1,501214,4,31
Siddharth Trivedi,1,0,8,0,8,1,1,0,0,0,1,501214,4,0
Amit Singh,1,0,7,0,7,3,1,0,0,0,1,501214,4,0
RP Singh,4,0,24,1,6,16,5,0,1,0,2,501215,4,25
Vinay Kumar,3,0,16,0,5.33,8,2,0,0,0,2,501215,4,0
Thisara Perera,4,0,32,1,8,6,4,0,1,0,2,501215,4,25
Ramesh Powar,3,0,24,0,8,4,2,0,0,0,2,501215,4,0
Raiphi Gomez,2,0,20,1,10,4,2,1,0,0,2,501215,4,25
Ravindra Jadeja,1,0,14,0,14,2,0,2,0,0,2,501215,4,0
Albie Morkel,2,0,17,0,8.5,8,1,2,0,0,1,501215,4,0
Doug Bollinger,3,0,18,1,6,9,3,0,0,0,1,501215,4,25
Ravichandran Ashwin,4,0,31,2,7.75,10,2,2,0,0,1,501215,4,50
Tim Southee,3,0,38,0,12.67,5,5,1,2,0,1,501215,4,-6
Shadab Jakati,3,0,30,0,10,4,1,2,0,0,1,501215,4,0
Ashok Dinda,4,0,33,1,8.25,8,5,0,0,0,2,501216,4,25
Irfan Pathan,4,0,28,1,7,12,5,0,1,0,2,501216,4,25
Morne Morkel,4,0,31,0,7.75,9,3,1,1,0,2,501216,4,0
James Hopes,4,0,36,1,9,5,3,1,0,0,2,501216,4,25
Shahbaz Nadeem,3,0,24,1,8,6,2,1,0,0,2,501216,4,25
Yogesh Nagar,1,0,13,0,13,0,2,0,0,0,2,501216,4,0
Dale Steyn,4,0,24,0,6,12,2,1,1,0,1,501216,4,0
Daniel Christian,4,0,38,2,9.5,9,5,1,0,0,1,501216,4,50
Harmeet Singh,4,0,27,2,6.75,13,3,0,1,0,1,501216,4,50
Pragyan Ojha,3,0,21,1,7,6,1,1,0,0,1,501216,4,25
Amit Mishra,4,0,28,1,7,6,1,1,0,0,1,501216,4,25
Shikhar Dhawan,1,0,7,1,7,4,0,1,0,0,1,501216,4,25
Ali Murtaza,4,0,18,2,4.5,13,2,0,0,0,2,501218,4,56
Lasith Malinga,4,0,28,2,7,12,4,0,1,1,2,501218,4,50
Abu Nechim,3,1,13,2,4.33,11,2,0,0,0,2,501218,4,68
Munaf Patel,2.2,0,8,3,3.43,10,1,0,0,0,2,501218,4,85
Kieron Pollard,1,0,13,0,13,2,1,1,0,1,2,501218,4,0
James Franklin,3,0,32,1,10.67,6,3,1,0,2,2,501218,4,25
Alfonso Thomas,4,0,16,1,4,15,2,0,0,0,1,501218,4,31
Shrikant Wagh,2,0,9,1,4.5,7,1,0,0,0,1,501218,4,31
Murali Kartik,4,0,29,0,7.25,6,1,1,1,0,1,501218,4,0
Wayne Parnell,4,0,28,0,7,9,4,0,0,0,1,501218,4,0
Rahul Sharma,3,0,14,1,4.67,8,1,0,0,0,1,501218,4,31
Jesse Ryder,2,0,15,0,7.5,2,1,0,0,0,1,501218,4,0
Yuvraj Singh,1,0,5,0,5,2,0,0,0,0,1,501218,4,0
Brett Lee,4,0,33,1,8.25,10,4,1,1,0,2,501219,4,25
Lakshmipathy Balaji,4,0,23,0,5.75,15,2,1,2,0,2,501219,4,0
Iqbal Abdulla,4,0,23,0,5.75,10,3,0,0,0,2,501219,4,0
Shakib Al Hasan,4,0,28,3,7,9,1,2,0,0,2,501219,4,79
Yusuf Pathan,4,1,20,3,5,13,1,1,0,0,2,501219,4,91
RP Singh,4,0,25,2,6.25,11,4,0,0,0,1,501219,4,50
Vinay Kumar,4,0,21,1,5.25,10,1,0,0,0,1,501219,4,25
Ravindra Jadeja,4,0,25,2,6.25,10,1,1,1,0,1,501219,4,50
Ramesh Powar,4,0,29,1,7.25,8,0,2,0,0,1,501219,4,25
Muttiah Muralitharan,4,0,18,1,4.5,11,1,0,1,0,1,501219,4,31
Siddharth Trivedi,4,0,59,0,14.75,8,8,2,2,2,2,501220,4,-6
Shaun Tait,4,1,22,3,5.5,15,3,0,2,1,2,501220,4,91
Shane Warne,4,0,50,1,12.5,8,2,5,0,0,2,501220,4,19
Shane Watson,4,0,24,2,6,10,3,0,0,0,2,501220,4,50
Stuart Binny,2,0,18,0,9,1,1,0,1,0,2,501220,4,0
Ashok Menaria,1,0,7,0,7,2,1,0,0,0,2,501220,4,0
Abhishek Raut,1,0,8,0,8,2,1,0,0,0,2,501220,4,0
Praveen Kumar,4,0,22,2,5.5,12,3,0,0,0,1,501220,4,50
Ryan Harris,4,0,34,1,8.5,7,5,0,1,0,1,501220,4,25
Bhargav Bhatt,3,0,20,2,6.67,6,2,0,0,0,1,501220,4,50
Piyush Chawla,4,0,24,1,6,11,1,1,0,0,1,501220,4,25
Paul Valthaty,2,0,19,0,9.5,2,1,1,0,0,1,501220,4,0
Ryan McLaren,2,0,24,1,12,4,4,0,0,0,1,501220,4,19
Abhishek Nayar,1,0,3,0,3,3,0,0,0,0,1,501220,4,0
Albie Morkel,4,1,19,1,4.75,15,3,0,0,0,2,501221,4,43
Doug Bollinger,4,0,30,2,7.5,14,3,1,2,0,2,501221,4,50
Joginder Sharma,3,0,34,0,11.33,5,3,2,2,0,2,501221,4,0
Ravichandran Ashwin,4,0,26,0,6.5,8,1,1,1,0,2,501221,4,0
Suraj Randiv,3,0,31,1,10.33,8,4,1,3,0,2,501221,4,25
Suresh Raina,2,0,22,0,11,1,0,2,0,0,2,501221,4,0
Munaf Patel,4,0,40,1,10,11,6,1,1,0,1,501221,4,25
Lasith Malinga,4,0,20,2,5,12,1,0,3,0,1,501221,4,50
Abu Nechim,2,0,19,0,9.5,5,2,1,1,0,1,501221,4,0
Harbhajan Singh,4,0,18,5,4.5,10,1,0,1,0,1,501221,4,147
Rohit Sharma,1,0,15,0,15,0,1,1,0,0,1,501221,4,0
Kieron Pollard,4,0,30,1,7.5,9,2,1,2,1,1,501221,4,25
Rajagopal Sathish,1,0,13,0,13,0,2,0,0,0,1,501221,4,0
Zaheer Khan,4,0,53,0,13.25,5,7,0,5,0,2,501222,4,-6
Sreenath Aravind,3,0,37,2,12.33,4,3,2,1,0,2,501222,4,44
Jamaluddin Syed Mohammad,4,0,20,1,5,12,1,1,0,0,2,501222,4,25
Tillakaratne Dilshan,2,0,15,0,7.5,3,1,0,1,0,2,501222,4,0
Virat Kohli,1,0,9,0,9,0,1,0,0,0,2,501222,4,0
Daniel Vettori,4,0,28,1,7,10,2,1,1,0,2,501222,4,25
Chris Gayle,2,0,9,0,4.5,5,0,0,0,1,2,501222,4,6
Yusuf Pathan,3,0,25,0,8.33,10,4,1,0,0,1,501222,4,0
Lakshmipathy Balaji,4,0,43,1,10.75,8,6,1,3,0,1,501222,4,25
Jaydev Unadkat,3,0,24,0,8,3,1,1,0,0,1,501222,4,0
Shakib Al Hasan,2.1,0,29,0,13.38,3,3,2,0,0,1,501222,4,-6
Rajat Bhatia,3,0,28,0,9.33,5,3,1,0,0,1,501222,4,0
Manoj Tiwary,1,0,14,0,14,2,0,2,0,0,1,501222,4,0
Iqbal Abdulla,2,0,12,0,6,7,2,0,1,0,1,501222,4,0
Praveen Kumar,4,0,45,1,11.25,7,7,0,3,0,2,501223,4,25
Ryan Harris,4,0,48,0,12,9,4,3,1,0,2,501223,4,-6
Shalabh Srivastava,4,0,46,0,11.5,8,2,3,2,0,2,501223,4,0
Abhishek Nayar,2,0,22,1,11,1,2,1,0,0,2,501223,4,25
Piyush Chawla,4,0,36,1,9,6,4,1,0,0,2,501223,4,25
Paul Valthaty,1,0,13,0,13,1,1,1,0,0,2,501223,4,0
David Hussey,1,0,19,1,19,2,0,3,0,0,2,501223,4,25
Morne Morkel,4,0,32,1,8,18,4,2,0,2,1,501223,4,25
Irfan Pathan,3,1,26,1,8.67,12,3,2,0,0,1,501223,4,37
Varun Aaron,4,0,36,1,9,6,4,1,0,0,1,501223,4,25
Yogesh Nagar,1,0,16,0,16,1,2,1,0,0,1,501223,4,0
Ajit Agarkar,4,0,47,2,11.75,6,7,1,1,0,1,501223,4,50
James Hopes,4,0,43,1,10.75,5,1,4,0,0,1,501223,4,25
Amit Mishra,4,0,14,2,3.5,14,1,0,0,0,2,501224,4,56
Dale Steyn,4,0,39,0,9.75,8,5,1,0,0,2,501224,4,0
Pragyan Ojha,4,0,29,1,7.25,8,1,1,1,0,2,501224,4,25
Ishant Sharma,4,0,39,1,9.75,7,7,0,1,0,2,501224,4,25
Daniel Christian,4,0,48,0,12,4,4,3,0,0,2,501224,4,-6
Munaf Patel,4,0,35,1,8.75,10,7,0,0,0,1,501224,4,25
Harbhajan Singh,4,0,27,0,6.75,8,3,0,0,0,1,501224,4,0
Abu Nechim,4,0,27,0,6.75,8,1,1,1,0,1,501224,4,0
Lasith Malinga,4,0,9,3,2.25,15,0,0,0,0,1,501224,4,85
Kieron Pollard,2,0,20,1,10,4,2,0,2,0,1,501224,4,25
Rajagopal Sathish,2,0,12,0,6,4,1,0,0,0,1,501224,4,0
Amit Singh,4,0,26,1,6.5,10,3,0,1,0,2,501225,4,25
Shane Watson,4,0,23,0,5.75,10,2,0,0,1,2,501225,4,0
Johan Botha,4,0,19,1,4.75,10,1,0,1,0,2,501225,4,31
Shane Warne,4,0,16,3,4,11,0,0,0,0,2,501225,4,85
Siddharth Trivedi,4,0,19,3,4.75,12,2,0,0,0,2,501225,4,85
RP Singh,2,0,11,0,5.5,5,1,0,0,0,1,501225,4,0
Vinay Kumar,3,0,27,0,9,5,3,0,0,0,1,501225,4,0
Muttiah Muralitharan,3.1,0,28,0,8.84,10,2,2,1,0,1,501225,4,0
Thisara Perera,2,0,11,0,5.5,4,1,0,0,0,1,501225,4,0
Ravindra Jadeja,3,0,24,1,8,9,3,1,0,0,1,501225,4,25
Raiphi Gomez,1,0,9,0,9,1,1,0,0,0,1,501225,4,0
Nathan McCullum,2,0,12,0,6,6,0,1,0,0,2,501226,4,0
Jerome Taylor,4,0,30,3,7.5,12,3,1,2,0,2,501226,4,79
Alfonso Thomas,4,0,29,2,7.25,7,2,0,1,0,2,501226,4,50
Murali Kartik,4,0,29,0,7.25,8,2,1,0,0,2,501226,4,0
Rahul Sharma,4,0,27,1,6.75,9,3,0,0,0,2,501226,4,25
Yuvraj Singh,2,0,14,0,7,3,0,1,0,0,2,501226,4,0
Albie Morkel,4,0,29,3,7.25,12,3,0,1,1,1,501226,4,79
Doug Bollinger,4,0,20,2,5,10,1,0,1,0,1,501226,4,50
Ravichandran Ashwin,4,1,19,2,4.75,12,0,1,0,0,1,501226,4,68
Suraj Randiv,4,0,23,0,5.75,11,1,1,0,0,1,501226,4,0
Suresh Raina,2,0,11,0,5.5,4,1,0,0,0,1,501226,4,0
Shadab Jakati,2,0,12,0,6,4,0,0,0,0,1,501226,4,0
Zaheer Khan,4,0,27,1,6.75,13,3,1,2,0,2,501227,4,25
Sreenath Aravind,4,0,30,1,7.5,11,2,1,1,0,2,501227,4,25
Daniel Vettori,4,0,25,1,6.25,9,1,1,1,0,2,501227,4,25
Chris Gayle,2,0,20,0,10,2,3,0,0,0,2,501227,4,0
Abhimanyu Mithun,4,0,37,2,9.25,10,2,2,3,2,2,501227,4,50
Jamaluddin Syed Mohammad,2,0,17,0,8.5,2,2,0,0,0,2,501227,4,0
Ashok Dinda,3.3,0,36,1,10.29,8,4,1,2,0,1,501227,4,25
Irfan Pathan,3,0,26,0,8.67,9,4,1,0,0,1,501227,4,0
Morne Morkel,4,0,25,3,6.25,14,1,2,1,1,1,501227,4,79
Umesh Yadav,4,0,37,0,9.25,7,5,1,0,0,1,501227,4,0
James Hopes,4,0,25,1,6.25,9,3,0,1,0,1,501227,4,25
Yogesh Nagar,1,0,3,1,3,3,0,0,0,0,1,501227,4,25
Nuwan Kulasekara,3,0,26,1,8.67,7,4,0,1,0,2,501228,4,25
Doug Bollinger,4,1,21,3,5.25,14,1,1,1,0,2,501228,4,91
Tim Southee,4,0,33,1,8.25,11,2,2,2,0,2,501228,4,25
Ravichandran Ashwin,4,0,29,1,7.25,11,0,3,0,0,2,501228,4,25
Shadab Jakati,2,0,15,0,7.5,5,2,0,0,0,2,501228,4,0
Suresh Raina,3,0,16,0,5.33,9,2,0,0,0,2,501228,4,0
Alfonso Thomas,3.3,1,24,0,6.86,9,3,0,2,0,1,501228,4,12
Jerome Taylor,4,0,27,0,6.75,13,0,2,1,1,1,501228,4,0
Murali Kartik,4,1,27,1,6.75,9,2,1,0,0,1,501228,4,37
Mitchell Marsh,1,0,7,0,7,2,1,0,0,0,1,501228,4,0
Rahul Sharma,4,0,27,0,6.75,4,1,0,1,0,1,501228,4,0
Yuvraj Singh,1,0,10,0,10,1,0,1,0,0,1,501228,4,0
Jesse Ryder,2,0,21,1,10.5,3,2,1,1,0,1,501228,4,25
RP Singh,4,0,21,2,5.25,12,1,0,2,0,2,501229,4,50
Sreesanth,4,1,22,0,5.5,17,4,0,1,2,2,501229,4,12
Vinay Kumar,4,0,25,3,6.25,10,3,0,0,0,2,501229,4,79
Thisara Perera,4,0,30,1,7.5,8,4,0,0,0,2,501229,4,25
Raiphi Gomez,1,0,4,0,4,2,0,0,0,0,2,501229,4,0
Ravindra Jadeja,3,0,25,0,8.33,5,1,1,0,0,2,501229,4,0
Dale Steyn,3.3,1,16,3,4.57,16,3,0,2,0,1,501229,4,97
Ishant Sharma,3,0,12,5,4,13,2,0,1,0,1,501229,4,147
Daniel Christian,3,0,12,0,4,11,1,0,1,0,1,501229,4,6
Manpreet Gony,3,0,19,1,6.33,8,3,0,0,0,1,501229,4,25
Amit Mishra,4,0,12,1,3,12,0,0,0,0,1,501229,4,31
Irfan Pathan,4,0,16,1,4,11,1,0,0,0,2,501230,4,31
Morne Morkel,4,0,42,1,10.5,11,6,2,1,0,2,501230,4,25
Umesh Yadav,4,0,29,2,7.25,10,2,1,1,0,2,501230,4,50
Ajit Agarkar,4,0,34,1,8.5,7,2,1,1,0,2,501230,4,25
James Hopes,4,0,25,1,6.25,7,1,0,3,0,2,501230,4,25
Brett Lee,4,0,24,0,6,11,2,0,3,0,1,501230,4,0
Lakshmipathy Balaji,4,0,38,2,9.5,9,4,2,0,0,1,501230,4,50
Jaydev Unadkat,4,0,24,1,6,13,2,1,0,0,1,501230,4,25
Iqbal Abdulla,4,0,25,3,6.25,10,1,1,1,0,1,501230,4,79
Jacques Kallis,2,0,11,0,5.5,6,0,1,0,0,1,501230,4,0
Yusuf Pathan,2,0,6,1,3,6,0,0,0,0,1,501230,4,31
Ashok Menaria,4,0,20,2,5,10,2,0,0,0,2,501231,4,50
Amit Singh,4,0,14,2,3.5,15,1,0,1,0,2,501231,4,56
Shane Watson,4,0,25,0,6.25,12,0,2,2,0,2,501231,4,0
Shane Warne,4,0,13,1,3.25,13,0,0,1,0,2,501231,4,31
Siddharth Trivedi,2,0,13,0,6.5,3,1,0,0,0,2,501231,4,0
Johan Botha,2,0,6,3,3,7,0,0,0,0,2,501231,4,85
Lasith Malinga,4,0,20,1,5,15,3,0,0,0,1,501231,4,25
Munaf Patel,4,1,18,2,4.5,17,3,0,0,0,1,501231,4,68
Ali Murtaza,4,0,15,0,3.75,14,1,0,0,0,1,501231,4,6
Harbhajan Singh,3,0,20,0,6.67,8,0,1,0,0,1,501231,4,0
Rajagopal Sathish,1.1,0,5,0,4.29,3,0,0,0,0,1,501231,4,0
Kieron Pollard,2,0,16,0,8,4,0,1,1,0,1,501231,4,0
Alfonso Thomas,4,0,23,2,5.75,11,2,0,0,0,2,501232,4,50
Jerome Taylor,4,0,44,1,11,9,3,3,1,0,2,501232,4,25
Kamran Khan,3,0,47,0,15.67,5,3,5,0,0,2,501232,4,-6
Rahul Sharma,4,0,27,2,6.75,9,2,1,0,0,2,501232,4,50
Mithun Manhas,1,0,9,0,9,1,1,0,0,0,2,501232,4,0
Yuvraj Singh,2,0,10,0,5,3,0,0,0,0,2,501232,4,0
Jesse Ryder,2,0,20,0,10,3,2,1,0,0,2,501232,4,0
Zaheer Khan,4,0,33,1,8.25,8,2,1,1,0,1,501232,4,25
Sreenath Aravind,4,0,35,1,8.75,10,4,1,3,0,1,501232,4,25
Abhimanyu Mithun,4,0,26,0,6.5,10,2,1,0,0,1,501232,4,0
Daniel Vettori,4,0,23,1,5.75,9,1,1,0,0,1,501232,4,25
Chris Gayle,2,0,8,1,4,5,0,0,0,0,1,501232,4,31
Jamaluddin Syed Mohammad,2,0,26,1,13,3,2,2,1,0,1,501232,4,19
RP Singh,4,0,29,0,7.25,12,4,0,1,0,2,501233,4,0
Sreesanth,4,1,10,2,2.5,19,1,0,2,0,2,501233,4,68
Ravindra Jadeja,4,0,27,1,6.75,11,0,2,1,0,2,501233,4,25
Vinay Kumar,4,0,41,1,10.25,7,4,2,0,0,2,501233,4,25
Balachandra Akhil,2,0,22,0,11,4,2,1,0,1,2,501233,4,0
Ramesh Powar,2,0,20,1,10,5,1,2,0,0,2,501233,4,25
Irfan Pathan,4,0,27,2,6.75,11,3,0,1,0,1,501233,4,50
Morne Morkel,4,0,18,3,4.5,12,2,0,0,0,1,501233,4,85
Umesh Yadav,3,0,28,0,9.33,9,4,1,0,0,1,501233,4,0
Ajit Agarkar,4,0,23,2,5.75,8,0,1,0,0,1,501233,4,50
Roelof van der Merwe,3.5,0,20,3,5.22,9,0,1,0,0,1,501233,4,79
Brett Lee,4,0,27,0,6.75,10,2,1,1,0,2,501234,4,0
Lakshmipathy Balaji,3,0,21,0,7,4,1,0,0,0,2,501234,4,0
Iqbal Abdulla,4,0,19,2,4.75,14,3,0,0,0,2,501234,4,56
Yusuf Pathan,4,0,24,1,6,12,3,0,1,0,2,501234,4,25
Rajat Bhatia,4,0,18,0,4.5,14,1,0,1,0,2,501234,4,6
Manoj Tiwary,1,0,9,0,9,2,1,0,1,0,2,501234,4,0
Praveen Kumar,2,0,14,0,7,7,3,0,0,0,1,501234,4,0
Bhargav Bhatt,4,0,22,2,5.5,11,2,0,0,0,1,501234,4,50
David Hussey,2,0,19,0,9.5,2,3,0,0,0,1,501234,4,0
Ryan Harris,2,0,13,0,6.5,7,1,0,1,0,1,501234,4,0
Piyush Chawla,3.2,0,29,0,8.7,7,2,1,2,0,1,501234,4,0
Bipul Sharma,2,0,9,0,4.5,5,0,0,2,0,1,501234,4,6
Paul Valthaty,2,0,13,0,6.5,5,2,0,0,0,1,501234,4,0
Johan Botha,4,0,23,1,5.75,13,3,0,0,0,2,501235,4,25
Ashok Menaria,1,0,10,0,10,2,2,0,0,0,2,501235,4,0
Shane Watson,4,0,19,1,4.75,9,0,0,2,0,2,501235,4,31
Amit Singh,3,0,29,0,9.67,4,5,0,0,0,2,501235,4,0
Shane Warne,4,0,31,1,7.75,10,5,0,0,0,2,501235,4,25
Siddharth Trivedi,4,0,28,2,7,8,0,2,0,0,2,501235,4,50
Murali Kartik,4,0,41,0,10.25,5,3,2,0,1,1,501235,4,0
Alfonso Thomas,4,1,28,1,7,10,2,1,1,0,1,501235,4,37
Rahul Sharma,4,1,13,3,3.25,17,0,1,0,0,1,501235,4,97
Jerome Taylor,3.3,0,22,0,6.29,11,2,1,0,0,1,501235,4,0
Yuvraj Singh,1,0,9,0,9,2,1,0,0,0,1,501235,4,0
Nathan McCullum,3,0,22,0,7.33,5,1,1,0,0,1,501235,4,0
Jean-Paul Duminy,3,0,21,0,7,5,2,0,1,0,2,501236,4,0
Daniel Christian,3,0,12,0,4,8,0,0,0,0,2,501236,4,6
Ishant Sharma,4,0,41,0,10.25,10,3,3,0,1,2,501236,4,0
Pragyan Ojha,4,0,26,3,6.5,9,1,1,1,0,2,501236,4,79
Amit Mishra,3,0,34,0,11.33,6,4,2,0,0,2,501236,4,0
Harmeet Singh,3,0,26,1,8.67,4,3,0,0,1,2,501236,4,25
Albie Morkel,4,0,38,3,9.5,9,5,1,2,0,1,501236,4,79
Doug Bollinger,4,0,26,2,6.5,10,2,1,0,0,1,501236,4,50
Ravichandran Ashwin,4,0,23,0,5.75,9,0,1,0,0,1,501236,4,0
Suraj Randiv,4,0,34,0,8.5,9,2,1,1,0,1,501236,4,0
Shadab Jakati,4,0,23,2,5.75,10,1,1,0,0,1,501236,4,50
Bhargav Bhatt,4,0,26,0,6.5,9,2,1,0,0,2,501237,4,0
Praveen Kumar,3,0,28,0,9.33,7,4,1,0,0,2,501237,4,0
Bipul Sharma,4,0,22,1,5.5,11,2,0,1,0,2,501237,4,25
Ryan Harris,4,0,33,2,8.25,7,5,0,0,0,2,501237,4,50
Piyush Chawla,4,0,37,2,9.25,6,4,1,0,0,2,501237,4,50
Paul Valthaty,1,0,10,0,10,2,0,1,0,0,2,501237,4,0
Harbhajan Singh,4,0,25,2,6.25,9,3,0,0,0,1,501237,4,50
Lasith Malinga,4,0,19,2,4.75,12,2,0,0,0,1,501237,4,56
Abu Nechim,3,0,22,0,7.33,5,3,0,0,0,1,501237,4,0
Munaf Patel,4,0,18,2,4.5,12,2,0,0,0,1,501237,4,56
Tirumalasetti Suman,1,0,12,0,12,0,0,1,0,0,1,501237,4,0
Kieron Pollard,3,0,18,1,6,5,1,0,1,0,1,501237,4,25
Andrew Symonds,1,0,11,1,11,3,1,1,0,0,1,501237,4,25
RP Singh,4,0,28,1,7,9,4,0,1,0,2,501238,4,25
Sreesanth,4,0,24,1,6,11,3,0,0,1,2,501238,4,25
Prasanth Parameswaran,4,0,29,2,7.25,14,3,2,0,0,2,501238,4,50
Vinay Kumar,4,0,25,2,6.25,10,3,0,1,0,2,501238,4,50
Raiphi Gomez,2,0,16,0,8,3,2,0,0,0,2,501238,4,0
Ravindra Jadeja,2,0,16,0,8,2,1,0,2,0,2,501238,4,0
Irfan Pathan,4,0,38,0,9.5,12,6,0,3,0,1,501238,4,0
Morne Morkel,3,0,29,1,9.67,7,5,0,2,1,1,501238,4,25
Umesh Yadav,1,0,23,0,23,2,2,2,1,1,1,501238,4,0
Ajit Agarkar,3,0,18,0,6,7,2,0,0,0,1,501238,4,0
Roelof van der Merwe,3,0,15,1,5,10,1,0,2,0,1,501238,4,25
Yogesh Nagar,1,0,15,0,15,0,1,1,0,1,1,501238,4,0
Daniel Christian,4,0,39,1,9.75,9,1,3,3,1,2,501239,4,25
Dale Steyn,4,0,31,1,7.75,9,5,0,0,0,2,501239,4,25
Ishant Sharma,4,0,37,0,9.25,10,4,1,0,1,2,501239,4,0
Shikhar Dhawan,1,0,4,0,4,2,0,0,0,0,2,501239,4,0
Pragyan Ojha,4,0,32,1,8,8,2,1,0,0,2,501239,4,25
Amit Mishra,3,0,22,1,7.33,6,1,1,1,0,2,501239,4,25
Brett Lee,4,0,30,1,7.5,9,4,0,0,0,1,501239,4,25
Lakshmipathy Balaji,3,0,27,0,9,6,4,0,0,1,1,501239,4,0
Iqbal Abdulla,4,0,34,2,8.5,7,3,0,0,0,1,501239,4,50
Rajat Bhatia,4,0,26,2,6.5,7,1,1,0,0,1,501239,4,50
Yusuf Pathan,3,0,19,0,6.33,4,1,0,1,0,1,501239,4,0
Jacques Kallis,2,0,12,1,6,3,0,0,1,0,1,501239,4,25
Albie Morkel,4,0,24,2,6,12,3,0,0,0,2,501240,4,50
Doug Bollinger,4,0,28,0,7,10,3,0,0,1,2,501240,4,0
Ravichandran Ashwin,4,0,36,1,9,7,6,0,1,0,2,501240,4,25
Shadab Jakati,4,0,22,2,5.5,8,1,0,0,0,2,501240,4,50
Suraj Randiv,4,0,32,1,8,9,5,0,0,0,2,501240,4,25
Nayan Doshi,2,0,24,0,12,4,2,2,0,0,1,501240,4,-6
Johan Botha,4,0,22,1,5.5,9,0,0,0,0,1,501240,4,25
Shane Watson,4,0,27,0,6.75,6,2,0,0,0,1,501240,4,0
Siddharth Trivedi,3.4,0,37,1,10.09,3,3,0,3,0,1,501240,4,25
Shane Warne,3,0,14,0,4.67,8,1,0,0,0,1,501240,4,6
Stuart Binny,1,0,12,0,12,0,2,0,0,0,1,501240,4,0
Ashok Menaria,1,0,13,0,13,1,2,0,1,0,1,501240,4,0
Alfonso Thomas,4,0,53,1,13.25,9,6,3,2,1,2,501241,4,19
Shrikant Wagh,3,0,22,0,7.33,8,3,0,1,0,2,501241,4,0
Jerome Taylor,4,0,34,2,8.5,9,2,2,0,0,2,501241,4,50
Yuvraj Singh,4,0,22,2,5.5,8,2,0,0,0,2,501241,4,50
Rahul Sharma,4,0,7,2,1.75,17,0,0,0,0,2,501241,4,56
Jesse Ryder,1,0,11,0,11,0,0,1,0,0,2,501241,4,0
Harbhajan Singh,3,1,17,1,5.67,10,1,1,0,0,1,501241,4,37
Munaf Patel,4,0,30,1,7.5,9,3,1,0,0,1,501241,4,25
Dhawal Kulkarni,4,0,20,0,5,12,2,0,1,0,1,501241,4,0
Lasith Malinga,4,0,25,3,6.25,13,1,1,3,0,1,501241,4,79
Andrew Symonds,1,0,7,0,7,4,0,1,0,0,1,501241,4,0
Kieron Pollard,4,0,36,1,9,8,1,3,0,0,1,501241,4,25
