,Player,Description,Runs,Balls,4s,6s,SR,Team,Match_id,Season,Fantasy_Points,Teams,Opponent_Team,Toss_Winner,Choose_to,Match_Location
7083,Naman Ojha,st †Saha b Cariappa,34,20,2,1,170,1,1082609,10,44,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7084,Deepak Hooda,c Sandeep Sharma b MM Sharma,12,10,1,0,120,1,1082609,10,13,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7085,Mohammad Nabi,c Miller b Sandeep Sharma,2,3,0,0,66.67,1,1082609,10,2,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7086,Rashid Khan,not out,6,1,0,1,600,1,1082609,10,14,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7087,Hashim Amla,lbw b Kumar,0,1,0,0,0,2,1082609,10,-2,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7088,Manan Vohra,lbw b Kumar,95,50,9,5,190,2,1082609,10,120,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7089,Glenn Maxwell,c Warner b Kumar,10,12,2,0,83.33,2,1082609,10,12,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7090,Eoin Morgan,b Mohammad Nabi,13,17,0,1,76.47,2,1082609,10,15,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7091,David Miller,b Rashid Khan,1,6,0,0,16.67,2,1082609,10,-5,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7092,Wriddhiman Saha,b Rashid Khan,0,2,0,0,0,2,1082609,10,-2,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7093,Axar Patel,c Dhawan b Henriques,7,12,0,0,58.33,2,1082609,10,7,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7094,Mohit Sharma,c Dhawan b Kumar,10,5,0,1,200,2,1082609,10,18,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7095,KC Cariappa,b Kumar,1,5,0,0,20,2,1082609,10,-5,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7096,Ishant Sharma,b Kaul,2,5,0,0,40,2,1082609,10,-4,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7097,Sandeep Sharma,not out,5,4,0,0,125,2,1082609,10,5,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7098,Chris Gayle,lbw b Basil Thampi,77,38,5,7,202.63,1,1082610,10,102,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7099,Virat Kohli,c Smith b Kulkarni,64,50,7,1,128,1,1082610,10,73,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7100,Travis Head,not out,30,16,2,1,187.5,1,1082610,10,40,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7101,Kedar Jadhav,not out,38,16,5,2,237.5,1,1082610,10,53,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7102,Dwayne Smith,c Mandeep Singh b Chahal,1,4,0,0,25,2,1082610,10,-5,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7103,Brendon McCullum,c Milne b Chahal,72,44,2,7,163.64,2,1082610,10,88,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7104,Suresh Raina,c Watson b Chahal,23,8,2,2,287.5,2,1082610,10,35,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7105,Aaron Finch,st †Jadhav b Negi,19,15,2,1,126.67,2,1082610,10,23,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7106,Dinesh Karthik,c Kohli b Aravind,1,4,0,0,25,2,1082610,10,-5,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7107,Ravindra Jadeja,run out (Negi/†Jadhav),23,22,2,0,104.55,2,1082610,10,25,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7108,Ishan Kishan,c Chahal b Milne,39,16,2,4,243.75,2,1082610,10,55,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7109,Andrew Tye,not out,6,6,0,0,100,2,1082610,10,6,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7110,Basil Thampi,not out,0,1,0,0,0,2,1082610,10,-2,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7111,David Warner,c Mishra b Morris,4,7,0,0,57.14,1,1082611,10,4,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7112,Shikhar Dhawan,c Mathews b Morris,70,50,7,1,140,1,1082611,10,79,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7113,Kane Williamson,c Iyer b Morris,89,51,6,5,174.51,1,1082611,10,111,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7114,Yuvraj Singh,b Morris,3,4,0,0,75,1,1082611,10,3,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7115,Moises Henriques,not out,12,6,2,0,200,1,1082611,10,20,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7116,Deepak Hooda,not out,9,4,0,1,225,1,1082611,10,17,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7117,Sanju Samson,c Henriques b Mohammed Siraj,42,33,3,2,127.27,2,1082611,10,49,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7118,Sam Billings,c Hooda b Mohammed Siraj,13,9,3,0,144.44,2,1082611,10,16,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7119,Karun Nair,run out (sub [V Shankar]/Yuvraj Singh),33,23,5,1,143.48,2,1082611,10,40,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7120,Rishabh Pant,c Warner b Yuvraj Singh,0,1,0,0,0,2,1082611,10,-2,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7121,Shreyas Iyer,not out,50,31,5,2,161.29,2,1082611,10,59,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7122,Angelo Mathews,c sub (CJ Jordan) b Kaul,31,23,2,1,134.78,2,1082611,10,35,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7123,Chris Morris,not out,0,0,0,0,0,2,1082611,10,-2,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7124,Hashim Amla,not out,104,60,8,6,173.33,1,1082612,10,146,Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Holkar Cricket Stadium, Indore"
7125,Shaun Marsh,c Pollard b McClenaghan,26,21,5,0,123.81,1,1082612,10,31,Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Holkar Cricket Stadium, Indore"
7126,Wriddhiman Saha,b KH Pandya,11,15,0,0,73.33,1,1082612,10,11,Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Holkar Cricket Stadium, Indore"
7127,Glenn Maxwell,b Bumrah,40,18,4,3,222.22,1,1082612,10,56,Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Holkar Cricket Stadium, Indore"
7128,Marcus Stoinis,c Pollard b McClenaghan,1,3,0,0,33.33,1,1082612,10,-5,Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Holkar Cricket Stadium, Indore"
7129,Axar Patel,not out,4,5,0,0,80,1,1082612,10,4,Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Holkar Cricket Stadium, Indore"
7130,Parthiv Patel,c Maxwell b Stoinis,37,18,4,2,205.56,2,1082612,10,51,Mumbai Indians,Punjab Kings,Mumbai Indians,field,"Holkar Cricket Stadium, Indore"
7131,Jos Buttler,c Maxwell b MM Sharma,77,37,7,5,208.11,2,1082612,10,100,Mumbai Indians,Punjab Kings,Mumbai Indians,field,"Holkar Cricket Stadium, Indore"
7132,Nitish Rana,not out,62,34,0,7,182.35,2,1082612,10,82,Mumbai Indians,Punjab Kings,Mumbai Indians,field,"Holkar Cricket Stadium, Indore"
7133,Hardik Pandya,not out,15,4,2,1,375,2,1082612,10,25,Mumbai Indians,Punjab Kings,Mumbai Indians,field,"Holkar Cricket Stadium, Indore"
7134,Sunil Narine,c Faulkner b Raina,42,17,9,1,247.06,1,1082613,10,59,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,"Eden Gardens, Kolkata"
7135,Gautam Gambhir,c Raina b Faulkner,33,28,2,1,117.86,1,1082613,10,37,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,"Eden Gardens, Kolkata"
7136,Robin Uthappa,c McCullum b Kumar,72,48,8,2,150,1,1082613,10,84,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,"Eden Gardens, Kolkata"
7137,Manish Pandey,b Basil Thampi,24,21,2,0,114.29,1,1082613,10,26,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,"Eden Gardens, Kolkata"
7138,Yusuf Pathan,not out,11,4,2,0,275,1,1082613,10,19,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,"Eden Gardens, Kolkata"
7139,Suryakumar Yadav,run out (McCullum/†Karthik),1,1,0,0,100,1,1082613,10,1,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,"Eden Gardens, Kolkata"
7140,Shakib Al Hasan,not out,1,1,0,0,100,1,1082613,10,1,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,"Eden Gardens, Kolkata"
7141,Aaron Finch,c Pandey b Coulter-Nile,31,15,4,2,206.67,2,1082613,10,45,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,field,"Eden Gardens, Kolkata"
7142,Brendon McCullum,c Pandey b Woakes,33,17,5,1,194.12,2,1082613,10,46,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,field,"Eden Gardens, Kolkata"
7143,Suresh Raina,c Pandey b Kuldeep Yadav,84,46,9,4,182.61,2,1082613,10,107,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,field,"Eden Gardens, Kolkata"
7144,Dinesh Karthik,c Gambhir b Coulter-Nile,3,3,0,0,100,2,1082613,10,3,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,field,"Eden Gardens, Kolkata"
7145,Ishan Kishan,c UT Yadav b Kuldeep Yadav,4,11,0,0,36.36,2,1082613,10,-2,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,field,"Eden Gardens, Kolkata"
7146,Dwayne Smith,b UT Yadav,5,4,1,0,125,2,1082613,10,6,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,field,"Eden Gardens, Kolkata"
7147,Ravindra Jadeja,not out,19,13,1,1,146.15,2,1082613,10,22,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,field,"Eden Gardens, Kolkata"
7148,James Faulkner,not out,4,2,0,0,200,2,1082613,10,10,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,field,"Eden Gardens, Kolkata"
7149,Parthiv Patel,b Rabada,8,11,1,0,72.73,1,1082614,10,9,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai"
7150,Jos Buttler,run out (Samson),28,18,3,2,155.56,1,1082614,10,35,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai"
7151,Nitish Rana,c Anderson b Cummins,8,9,1,0,88.89,1,1082614,10,9,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai"
7152,Rohit Sharma,c Cummins b Mishra,5,9,0,0,55.56,1,1082614,10,5,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai"
7153,Kieron Pollard,c Samson b Cummins,26,29,4,0,89.66,1,1082614,10,30,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai"
7154,Krunal Pandya,c †Pant b Mishra,17,16,1,0,106.25,1,1082614,10,18,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai"
7155,Hardik Pandya,run out (Nair/†Pant),24,23,0,2,104.35,1,1082614,10,28,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai"
7156,Harbhajan Singh,run out (Rabada),2,2,0,0,100,1,1082614,10,2,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai"
7157,Mitchell McClenaghan,not out,1,1,0,0,100,1,1082614,10,1,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai"
7158,Mitchell Johnson,not out,7,3,1,0,233.33,1,1082614,10,14,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai"
7159,Sanju Samson,c Sharma b McClenaghan,9,6,2,0,150,2,1082614,10,11,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,"Wankhede Stadium, Mumbai"
7160,Aditya Tare,run out (HH Pandya),0,1,0,0,0,2,1082614,10,-2,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,"Wankhede Stadium, Mumbai"
7161,Karun Nair,b HH Pandya,5,15,0,0,33.33,2,1082614,10,-1,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,"Wankhede Stadium, Mumbai"
7162,Shreyas Iyer,c †Patel b McClenaghan,6,7,1,0,85.71,2,1082614,10,7,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,"Wankhede Stadium, Mumbai"
7163,Corey Anderson,lbw b McClenaghan,0,3,0,0,0,2,1082614,10,-2,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,"Wankhede Stadium, Mumbai"
7164,Rishabh Pant,c Harbhajan Singh b Bumrah,0,3,0,0,0,2,1082614,10,-2,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,"Wankhede Stadium, Mumbai"
7165,Kagiso Rabada,b Bumrah,44,39,4,1,112.82,2,1082614,10,50,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,"Wankhede Stadium, Mumbai"
7166,Chris Morris,not out,52,41,5,1,126.83,2,1082614,10,59,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,"Wankhede Stadium, Mumbai"
7167,Pat Cummins,not out,4,5,0,0,80,2,1082614,10,4,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,"Wankhede Stadium, Mumbai"
7168,David Warner,b Unadkat,43,40,3,1,107.5,1,1082615,10,48,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
7169,Shikhar Dhawan,c Tripathi b Imran Tahir,30,29,5,0,103.45,1,1082615,10,35,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
7170,Kane Williamson,lbw b Christian,21,14,1,1,150,1,1082615,10,24,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
7171,Moises Henriques,not out,55,28,6,2,196.43,1,1082615,10,71,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
7172,Deepak Hooda,not out,19,10,2,1,190,1,1082615,10,29,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
7173,Ajinkya Rahane,c Kaul b Bipul Sharma,2,7,0,0,28.57,2,1082615,10,-4,Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
7174,Rahul Tripathi,run out (Rashid Khan),59,41,6,3,143.9,2,1082615,10,71,Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
7175,Steven Smith,b Rashid Khan,27,21,1,2,128.57,2,1082615,10,32,Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
7176,MS Dhoni,not out,61,34,5,3,179.41,2,1082615,10,78,Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
7177,Ben Stokes,c sub (V Shankar) b Kumar,10,9,1,0,111.11,2,1082615,10,11,Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
7178,Manoj Tiwary,not out,17,8,3,0,212.5,2,1082615,10,26,Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
7179,Manan Vohra,c †Karthik b Singh,2,4,0,0,50,1,1082616,10,2,Punjab Kings,Gujarat Lions,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7180,Hashim Amla,c & b Agarwal,65,40,9,2,162.5,1,1082616,10,78,Punjab Kings,Gujarat Lions,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7181,Shaun Marsh,c Raina b Tye,30,24,4,1,125,1,1082616,10,36,Punjab Kings,Gujarat Lions,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7182,Glenn Maxwell,lbw b Jadeja,31,18,1,3,172.22,1,1082616,10,44,Punjab Kings,Gujarat Lions,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7183,Marcus Stoinis,c McCullum b Tye,7,9,0,0,77.78,1,1082616,10,7,Punjab Kings,Gujarat Lions,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7184,Axar Patel,c Finch b Smith,34,17,3,2,200,1,1082616,10,47,Punjab Kings,Gujarat Lions,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7185,Wriddhiman Saha,run out (Basil Thampi),10,5,0,1,200,1,1082616,10,18,Punjab Kings,Gujarat Lions,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7186,Mohit Sharma,not out,4,3,0,0,133.33,1,1082616,10,4,Punjab Kings,Gujarat Lions,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7187,Brendon McCullum,lbw b Sandeep Sharma,6,6,1,0,100,2,1082616,10,7,Gujarat Lions,Punjab Kings,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7188,Aaron Finch,c Stoinis b Sharma,13,12,0,1,108.33,2,1082616,10,15,Gujarat Lions,Punjab Kings,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7189,Suresh Raina,c Maxwell b Patel,32,24,4,0,133.33,2,1082616,10,36,Gujarat Lions,Punjab Kings,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7190,Dinesh Karthik,not out,58,44,6,0,131.82,2,1082616,10,64,Gujarat Lions,Punjab Kings,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7191,Ravindra Jadeja,c & b Cariappa,9,7,1,0,128.57,2,1082616,10,10,Gujarat Lions,Punjab Kings,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7192,Dwayne Smith,c Stoinis b Patel,4,4,1,0,100,2,1082616,10,5,Gujarat Lions,Punjab Kings,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7193,Akshdeep Nath,lbw b Cariappa,0,1,0,0,0,2,1082616,10,-2,Gujarat Lions,Punjab Kings,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7194,Andrew Tye,b Sandeep Sharma,22,12,2,1,183.33,2,1082616,10,32,Gujarat Lions,Punjab Kings,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7195,Basil Thampi,not out,11,10,1,0,110,2,1082616,10,12,Gujarat Lions,Punjab Kings,Gujarat Lions,field,"Saurashtra Cricket Association Stadium, Rajkot"
7196,Sunil Narine,c Chahal b Binny,34,17,6,1,200,1,1082617,10,48,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7197,Gautam Gambhir,c †Jadhav b Mills,14,11,1,1,127.27,1,1082617,10,17,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7198,Robin Uthappa,lbw b Badree,11,9,2,0,122.22,1,1082617,10,13,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7199,Manish Pandey,c Badree b Chahal,15,16,1,0,93.75,1,1082617,10,16,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7200,Yusuf Pathan,st †Jadhav b Chahal,8,8,0,0,100,1,1082617,10,8,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7201,Suryakumar Yadav,c Mills b Negi,15,19,1,0,78.95,1,1082617,10,16,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7202,Colin de Grandhomme,c Kohli b Chahal,0,2,0,0,0,1,1082617,10,-2,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7203,Chris Woakes,c Mandeep Singh b Mills,18,21,3,0,85.71,1,1082617,10,21,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7204,Nathan Coulter Nile,c de Villiers b Negi,2,3,0,0,66.67,1,1082617,10,2,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7205,Umesh Yadav,not out,2,4,0,0,50,1,1082617,10,2,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7206,Kuldeep Yadav,b Aravind,4,7,0,0,57.14,1,1082617,10,4,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7207,Chris Gayle,c Coulter-Nile b Woakes,7,17,1,0,41.18,2,1082617,10,2,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7208,Virat Kohli,c Pandey b Coulter-Nile,0,1,0,0,0,2,1082617,10,-2,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7209,Mandeep Singh,c Pandey b UT Yadav,1,3,0,0,33.33,2,1082617,10,-5,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7210,AB de Villiers,c †Uthappa b Coulter-Nile,8,6,2,0,133.33,2,1082617,10,10,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7211,Kedar Jadhav,c Woakes b Coulter-Nile,9,7,2,0,128.57,2,1082617,10,11,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7212,Stuart Binny,c †Uthappa b Woakes,8,9,2,0,88.89,2,1082617,10,10,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7213,Pawan Negi,lbw b de Grandhomme,2,3,0,0,66.67,2,1082617,10,2,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7214,Samuel Badree,lbw b Woakes,0,3,0,0,0,2,1082617,10,-2,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7215,Tymal Mills,c Kuldeep Yadav b de Grandhomme,2,5,0,0,40,2,1082617,10,-4,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7216,Sreenath Aravind,not out,5,4,1,0,125,2,1082617,10,6,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7217,Yuzvendra Chahal,c Pandey b de Grandhomme,0,2,0,0,0,2,1082617,10,-2,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata"
7218,Ajinkya Rahane,c & b KV Sharma,38,32,5,1,118.75,1,1082618,10,45,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
7219,Rahul Tripathi,c Pollard b KV Sharma,45,31,3,2,145.16,1,1082618,10,52,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
7220,Steven Smith,b Harbhajan Singh,17,12,2,0,141.67,1,1082618,10,19,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
7221,MS Dhoni,b Bumrah,7,11,0,0,63.64,1,1082618,10,7,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
7222,Ben Stokes,b Johnson,17,12,2,0,141.67,1,1082618,10,19,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
7223,Manoj Tiwary,lbw b Bumrah,22,13,4,0,169.23,1,1082618,10,26,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
7224,Daniel Christian,not out,8,7,1,0,114.29,1,1082618,10,9,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
